PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,NewFEN,NewMoves,PGNText
0FVlD,2kr3r/ppp2p2/2n5/2Pp2p1/1P1P2n1/4P1Pq/1P2NPNP/R1BQR1K1 w - - 4 18,f2f3 h3h2 g1f1 h2h1 e2g1 h1g2 f1g2 h8h2 g2f1 h2f2,2274,76,93,537,attraction kingsideAttack mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/4KDOY0TG#35,Hungarian_Opening Hungarian_Opening_Other_variations,2kr3r/ppp2p2/2n5/2Pp2p1/1P1P2n1/4PPPq/1P2N1NP/R1BQR1K1 b - - 4 18,h3h2 g1f1 h2h1 e2g1 h1g2 f1g2 h8h2 g2f1 h2f2,[Event "Mate in 5\\https://lichess.org/4KDOY0TG#35"][FEN "2kr3r/ppp2p2/2n5/2Pp2p1/1P1P2n1/4PPPq/1P2N1NP/R1BQR1K1 b - - 4 18"]1. h3 {h3h2 g1f1 h2h1 e2g1 h1g2 f1g2 h8h2 g2f1 h2f2 (0-1)}  *
0G1P5,r1bq1r2/pp1nb1pk/2n1pp2/2ppP1N1/3P3P/P1P5/1P1N1PP1/R1BQK2R b KQ - 1 11,f6g5 h4g5 h7g8 h1h8 g8h8 d1h5 h8g8 g5g6 d7f6 e5f6 f8f6 h5h7 g8f8 h7h8,2118,78,83,237,attraction discoveredAttack mate mateIn5 opening sacrifice veryLong,https://lichess.org/HRRQDU3G/black#22,French_Defense French_Defense_Tarrasch_Variation,r1bq1r2/pp1nb1pk/2n1p3/2ppP1p1/3P3P/P1P5/1P1N1PP1/R1BQK2R w KQ - 1 11,h4g5 h7g8 h1h8 g8h8 d1h5 h8g8 g5g6 d7f6 e5f6 f8f6 h5h7 g8f8 h7h8,[Event "Mate in 5\\https://lichess.org/HRRQDU3G/black#22"][FEN "r1bq1r2/pp1nb1pk/2n1p3/2ppP1p1/3P3P/P1P5/1P1N1PP1/R1BQK2R w KQ - 1 11"]1. h4 {h4g5 h7g8 h1h8 g8h8 d1h5 h8g8 g5g6 d7f6 e5f6 f8f6 h5h7 g8f8 h7h8 (1-0)} *
0GKwj,5rk1/5ppp/1qb5/8/4nQ1N/8/4r1PP/1R3R1K b - - 14 32,b6d4 f4f7 f8f7 b1b8 d4d8 b8d8 c6e8 d8e8 f7f8 f1f8,1068,82,86,1617,mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/n23IzwMG/black#64,,5rk1/5ppp/2b5/8/3qnQ1N/8/4r1PP/1R3R1K w - - 14 32,f4f7 f8f7 b1b8 d4d8 b8d8 c6e8 d8e8 f7f8 f1f8,[Event "Mate in 5\\https://lichess.org/n23IzwMG/black#64"][FEN "5rk1/5ppp/2b5/8/3qnQ1N/8/4r1PP/1R3R1K w - - 14 32"]1. f4 {f4f7 f8f7 b1b8 d4d8 b8d8 c6e8 d8e8 f7f8 f1f8 (1-0)} *
0Gayy,3q2rk/1b3Rr1/8/2p5/2BP3P/2P3P1/P4PK1/2Q4R w - - 1 33,g2h2 d8h4 g3h4 g7g2 h2h3 b7c8 f7d7 c8d7 c4e6 d7e6,1802,74,95,11215,mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/E055blu5#65,,3q2rk/1b3Rr1/8/2p5/2BP3P/2P3P1/P4P2/2Q4R b - - 1 33,d8h4 g3h4 g7g2 h2h3 b7c8 f7d7 c8d7 c4e6 d7e6,[Event "Mate in 5\\https://lichess.org/E055blu5#65"][FEN "3q2rk/1b3Rr1/8/2p5/2BP3P/2P3P1/P4P2/2Q4R b - - 1 33"]1. d8 {d8h4 g3h4 g7g2 h2h3 b7c8 f7d7 c8d7 c4e6 d7e6 (0-1)}  *
0HLAQ,3r1rk1/pbp1qppp/1p2p3/4b3/2PB2Q1/5P1N/PP2KP1P/3R2R1 b - - 6 19,e5f6 g4g7 f6g7 g1g7 g8h8 g7g8 h8g8 d1g1 e7g5 g1g5,2393,79,92,8143,attraction doubleCheck kingsideAttack mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/KMfVAThD/black#38,Indian_Defense Indian_Defense_Other_variations,3r1rk1/pbp1qppp/1p2pb2/8/2PB2Q1/5P1N/PP2KP1P/3R2R1 w - - 6 19,g4g7 f6g7 g1g7 g8h8 g7g8 h8g8 d1g1 e7g5 g1g5,[Event "Mate in 5\\https://lichess.org/KMfVAThD/black#38"][FEN "3r1rk1/pbp1qppp/1p2pb2/8/2PB2Q1/5P1N/PP2KP1P/3R2R1 w - - 6 19"]1. g4 {g4g7 f6g7 g1g7 g8h8 g7g8 h8g8 d1g1 e7g5 g1g5 (1-0)} *
0HdH1,5r1k/6p1/2QBB2p/3Pb1q1/4p3/4P1p1/1P3P1P/2R3K1 w - - 0 35,f2g3 g5e3 g1g2 f8f2 g2h3 f2h2 h3h2 e3g3 h2h1 g3h2,2302,80,92,6836,attraction mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/Lu7sE015#69,,5r1k/6p1/2QBB2p/3Pb1q1/4p3/4P1P1/1P5P/2R3K1 b - - 0 35,g5e3 g1g2 f8f2 g2h3 f2h2 h3h2 e3g3 h2h1 g3h2,[Event "Mate in 5\\https://lichess.org/Lu7sE015#69"][FEN "5r1k/6p1/2QBB2p/3Pb1q1/4p3/4P1P1/1P5P/2R3K1 b - - 0 35"]1. g5 {g5e3 g1g2 f8f2 g2h3 f2h2 h3h2 e3g3 h2h1 g3h2 (0-1)}  *
0Inzg,6rk/1Q4pp/5nrq/p4p2/1b1BpP2/4P1PP/PP1N3K/3R2R1 w - - 14 33,d2c4 f6g4 h2g2 h6h3 g2h3 g6h6 h3g2 h6h2 g2f1 h2f2,1976,78,88,1145,attraction mate mateIn5 middlegame pin sacrifice veryLong,https://lichess.org/93uUcZ7r#65,,6rk/1Q4pp/5nrq/p4p2/1bNBpP2/4P1PP/PP5K/3R2R1 b - - 14 33,f6g4 h2g2 h6h3 g2h3 g6h6 h3g2 h6h2 g2f1 h2f2,[Event "Mate in 5\\https://lichess.org/93uUcZ7r#65"][FEN "6rk/1Q4pp/5nrq/p4p2/1bNBpP2/4P1PP/PP5K/3R2R1 b - - 14 33"]1. f6 {f6g4 h2g2 h6h3 g2h3 g6h6 h3g2 h6h2 g2f1 h2f2 (0-1)}  *
0JdqI,8/4Rp1k/p5pp/3q4/8/P3Q1PP/5P1K/3r4 w - - 6 41,g3g4 d1h1 h2g3 h1g1 g3h4 d5h5 g4h5 g6g5 e3g5 h6g5,2367,85,88,191,endgame mate mateIn5 sacrifice veryLong,https://lichess.org/71cIDS9s#81,,8/4Rp1k/p5pp/3q4/6P1/P3Q2P/5P1K/3r4 b - - 6 41,d1h1 h2g3 h1g1 g3h4 d5h5 g4h5 g6g5 e3g5 h6g5,[Event "Mate in 5\\https://lichess.org/71cIDS9s#81"][FEN "8/4Rp1k/p5pp/3q4/6P1/P3Q2P/5P1K/3r4 b - - 6 41"]1. d1 {d1h1 h2g3 h1g1 g3h4 d5h5 g4h5 g6g5 e3g5 h6g5 (0-1)}  *
0JhHh,3RQ3/5pk1/5pp1/p6p/P7/1Br3KP/5PP1/6q1 w - - 8 35,f2f3 h5h4 g3h4 g1f2 g2g3 g6g5 h4h5 f2f3 g3g4 f3h3,1912,78,88,1620,attraction endgame mate mateIn5 veryLong,https://lichess.org/nt9DcRmB#69,,3RQ3/5pk1/5pp1/p6p/P7/1Br2PKP/6P1/6q1 b - - 8 35,h5h4 g3h4 g1f2 g2g3 g6g5 h4h5 f2f3 g3g4 f3h3,[Event "Mate in 5\\https://lichess.org/nt9DcRmB#69"][FEN "3RQ3/5pk1/5pp1/p6p/P7/1Br2PKP/6P1/6q1 b - - 8 35"]1. h5 {h5h4 g3h4 g1f2 g2g3 g6g5 h4h5 f2f3 g3g4 f3h3 (0-1)}  *
0K4vt,2Q5/4b3/r3r1pk/5p2/p3p3/8/1P3PPK/8 b - - 1 44,a6c6 c8h8 h6g5 g2g3 g5g4 h2g2 f5f4 h8h3 g4g5 h3h4 g5f5 h4f4,2198,79,95,8676,endgame mate mateIn5 quietMove veryLong,https://lichess.org/DQgwW8Hz/black#88,,2Q5/4b3/4r1pk/5p2/p3p3/8/1P3PPK/8 w - - 1 44,c8h8 h6g5 g2g3 g5g4 h2g2 f5f4 h8h3 g4g5 h3h4 g5f5 h4f4,[Event "Mate in 5\\https://lichess.org/DQgwW8Hz/black#88"][FEN "2Q5/4b3/4r1pk/5p2/p3p3/8/1P3PPK/8 w - - 1 44"]1. c8 {c8h8 h6g5 g2g3 g5g4 h2g2 f5f4 h8h3 g4g5 h3h4 g5f5 h4f4 (1-0)} *
0LStG,r2q1rk1/2pb2p1/3p3p/p1pPpn2/2P3Pb/P1NQBP1P/1PB2R2/R5K1 b - - 0 21,f5e3 d3h7 g8f7 c2g6 f7f6 c3e4 f6e7 h7g7 f8f7 g7f7,1551,75,91,2163,deflection kingsideAttack mate mateIn5 middlegame veryLong,https://lichess.org/ctJ21XM6/black#42,,r2q1rk1/2pb2p1/3p3p/p1pPp3/2P3Pb/P1NQnP1P/1PB2R2/R5K1 w - - 0 21,d3h7 g8f7 c2g6 f7f6 c3e4 f6e7 h7g7 f8f7 g7f7,[Event "Mate in 5\\https://lichess.org/ctJ21XM6/black#42"][FEN "r2q1rk1/2pb2p1/3p3p/p1pPp3/2P3Pb/P1NQnP1P/1PB2R2/R5K1 w - - 0 21"]1. d3 {d3h7 g8f7 c2g6 f7f6 c3e4 f6e7 h7g7 f8f7 g7f7 (1-0)} *
0M5Ln,2rk2r1/1R3p2/R1n1p3/3pP3/Q1pP1q1p/2P1nN1P/5BP1/6K1 w - - 8 27,a6c6 g8g2 g1h1 g2h2 f3h2 f4e4 h2f3 e4f3 h1g1 f3g2,1963,75,96,4411,fork mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/2HCIEqX3#53,,2rk2r1/1R3p2/2n1p3/3pP3/Q1pP1q1p/2P1nN1P/5BP1/6K1 b - - 8 27,g8g2 g1h1 g2h2 f3h2 f4e4 h2f3 e4f3 h1g1 f3g2,[Event "Mate in 5\\https://lichess.org/2HCIEqX3#53"][FEN "2rk2r1/1R3p2/2n1p3/3pP3/Q1pP1q1p/2P1nN1P/5BP1/6K1 b - - 8 27"]1. g8 {g8g2 g1h1 g2h2 f3h2 f4e4 h2f3 e4f3 h1g1 f3g2 (0-1)}  *
0Ngid,6k1/8/p3q3/1pQ1n1B1/2Pp4/PP1P2P1/5P2/6K1 w - - 1 37,f2f4 e5f3 g1f1 e6e1 f1g2 e1e2 g2h3 f3g1 h3h4 e2h2 h4g4 h2h3,2233,78,93,9246,endgame exposedKing mate mateIn5 veryLong,https://lichess.org/BMbFUOiH#73,,6k1/8/p3q3/1pQ1n1B1/2Pp1P2/PP1P2P1/8/6K1 b - - 1 37,e5f3 g1f1 e6e1 f1g2 e1e2 g2h3 f3g1 h3h4 e2h2 h4g4 h2h3,[Event "Mate in 5\\https://lichess.org/BMbFUOiH#73"][FEN "6k1/8/p3q3/1pQ1n1B1/2Pp1P2/PP1P2P1/8/6K1 b - - 1 37"]1. e5 {e5f3 g1f1 e6e1 f1g2 e1e2 g2h3 f3g1 h3h4 e2h2 h4g4 h2h3 (0-1)}  *
0PbDU,6k1/1R3p2/1N1b2p1/1P1p1p2/3P2qp/2P3P1/1Q3P1P/6K1 w - - 0 29,b6d7 g4d1 g1g2 h4h3 g2h3 d1f1 h3h4 d6e7 d7f6 e7f6,2041,76,92,1364,attraction endgame mate mateIn5 veryLong,https://lichess.org/o8BDDxxy#57,,6k1/1R1N1p2/3b2p1/1P1p1p2/3P2qp/2P3P1/1Q3P1P/6K1 b - - 0 29,g4d1 g1g2 h4h3 g2h3 d1f1 h3h4 d6e7 d7f6 e7f6,[Event "Mate in 5\\https://lichess.org/o8BDDxxy#57"][FEN "6k1/1R1N1p2/3b2p1/1P1p1p2/3P2qp/2P3P1/1Q3P1P/6K1 b - - 0 29"]1. g4 {g4d1 g1g2 h4h3 g2h3 d1f1 h3h4 d6e7 d7f6 e7f6 (0-1)}  *
0RIA8,r1b2r2/1pp2k2/p1p2pNQ/8/3P4/7P/PPP3PK/q7 b - - 0 24,c8f5 h6h7 f7e6 h7e7 e6d5 g6f4 d5d4 c2c3 d4c4 e7b4,2288,81,81,333,endgame mate mateIn5 veryLong,https://lichess.org/FEgEJ5V9/black#48,,r4r2/1pp2k2/p1p2pNQ/5b2/3P4/7P/PPP3PK/q7 w - - 0 24,h6h7 f7e6 h7e7 e6d5 g6f4 d5d4 c2c3 d4c4 e7b4,[Event "Mate in 5\\https://lichess.org/FEgEJ5V9/black#48"][FEN "r4r2/1pp2k2/p1p2pNQ/5b2/3P4/7P/PPP3PK/q7 w - - 0 24"]1. h6 {h6h7 f7e6 h7e7 e6d5 g6f4 d5d4 c2c3 d4c4 e7b4 (1-0)} *
0SPDT,3r2k1/1q4pp/p1b1r3/1p2p3/2P2Q2/P1B5/B1P3PP/4R1RK w - - 0 29,e1e5 c6g2 g1g2 d8d1 c3e1 d1e1 e5e1 e6e1 f4f1 e1f1,1167,79,89,1981,kingsideAttack mate mateIn5 middlegame sacrifice veryLong xRayAttack,https://lichess.org/Wp3dIxEf#57,,3r2k1/1q4pp/p1b1r3/1p2R3/2P2Q2/P1B5/B1P3PP/6RK b - - 0 29,c6g2 g1g2 d8d1 c3e1 d1e1 e5e1 e6e1 f4f1 e1f1,[Event "Mate in 5\\https://lichess.org/Wp3dIxEf#57"][FEN "3r2k1/1q4pp/p1b1r3/1p2R3/2P2Q2/P1B5/B1P3PP/6RK b - - 0 29"]1. c6 {c6g2 g1g2 d8d1 c3e1 d1e1 e5e1 e6e1 f4f1 e1f1 (0-1)}  *
0TDcA,3rr1k1/1b3p2/5P1p/1p2qNp1/p1p1p3/P3QP1B/1P5P/6RK b - - 1 34,e4f3 g1g5 g8f8 g5g8 f8g8 e3g1 e5g3 g1g3 g8h8 g3g7,1977,101,100,38,attraction kingsideAttack mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/eVLvhL8D/black#68,,3rr1k1/1b3p2/5P1p/1p2qNp1/p1p5/P3Qp1B/1P5P/6RK w - - 1 34,g1g5 g8f8 g5g8 f8g8 e3g1 e5g3 g1g3 g8h8 g3g7,[Event "Mate in 5\\https://lichess.org/eVLvhL8D/black#68"][FEN "3rr1k1/1b3p2/5P1p/1p2qNp1/p1p5/P3Qp1B/1P5P/6RK w - - 1 34"]1. g1 {g1g5 g8f8 g5g8 f8g8 e3g1 e5g3 g1g3 g8h8 g3g7 (1-0)} *
0UNli,2b2rk1/1pp2ppp/2qb4/7Q/2PB4/1P6/2P2PP1/5KR1 b - - 2 19,g7g6 h5h7 g8h7 g1h1 d6h2 h1h2 c8h3 h2h3 h7g8 h3h8,2169,76,91,2514,attraction mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/yxq9muVA/black#38,Italian_Game Italian_Game_Two_Knights_Defense,2b2rk1/1pp2p1p/2qb2p1/7Q/2PB4/1P6/2P2PP1/5KR1 w - - 2 19,h5h7 g8h7 g1h1 d6h2 h1h2 c8h3 h2h3 h7g8 h3h8,[Event "Mate in 5\\https://lichess.org/yxq9muVA/black#38"][FEN "2b2rk1/1pp2p1p/2qb2p1/7Q/2PB4/1P6/2P2PP1/5KR1 w - - 2 19"]1. h5 {h5h7 g8h7 g1h1 d6h2 h1h2 c8h3 h2h3 h7g8 h3h8 (1-0)} *
0UR61,r4k2/7q/p3p1Rp/1p1pP2Q/2nP2P1/2P4N/PPn4P/7K w - - 3 29,g6h6 h7e4 h1g1 e4e1 g1g2 c2e3 g2f3 c4d2 f3f4 e1f1 h3f2 f1f2 f4g5 d2e4 g5g6 f2f7,2710,108,89,2476,kingsideAttack mate mateIn5 middlegame veryLong,https://lichess.org/xOC0egRl#57,,r4k2/7q/p3p2p/1p1pP2Q/2nP2P1/2P4N/PPn4P/7K b - - 3 29,h7e4 h1g1 e4e1 g1g2 c2e3 g2f3 c4d2 f3f4 e1f1 h3f2 f1f2 f4g5 d2e4 g5g6 f2f7,[Event "Mate in 5\\https://lichess.org/xOC0egRl#57"][FEN "r4k2/7q/p3p2p/1p1pP2Q/2nP2P1/2P4N/PPn4P/7K b - - 3 29"]1. h7 {h7e4 h1g1 e4e1 g1g2 c2e3 g2f3 c4d2 f3f4 e1f1 h3f2 f1f2 f4g5 d2e4 g5g6 f2f7 (0-1)}  *
0UlS3,q4r2/4bpkp/p1p2p1N/3p1QP1/3P4/7P/2n3R1/6K1 b - - 2 30,f6g5 g2g5 g7h8 f5e5 f7f6 e5e7 f6g5 e7e5 f8f6 e5f6,2264,79,90,670,fork mate mateIn5 middlegame veryLong,https://lichess.org/OinP75G9/black#60,,q4r2/4bpkp/p1p4N/3p1Qp1/3P4/7P/2n3R1/6K1 w - - 2 30,g2g5 g7h8 f5e5 f7f6 e5e7 f6g5 e7e5 f8f6 e5f6,[Event "Mate in 5\\https://lichess.org/OinP75G9/black#60"][FEN "q4r2/4bpkp/p1p4N/3p1Qp1/3P4/7P/2n3R1/6K1 w - - 2 30"]1. g2 {g2g5 g7h8 f5e5 f7f6 e5e7 f6g5 e7e5 f8f6 e5f6 (1-0)} *
0V0dH,2kr4/2pr4/ppQ2p1n/N5pp/4B3/1P3PP1/P6P/2Rq3K w - - 2 31,c1d1 d7d1 h1g2 d8d2 g2h3 g5g4 f3g4 h5g4 h3h4 d2h2,1092,79,90,284,kingsideAttack mate mateIn5 middlegame veryLong,https://lichess.org/SIHbkDRY#61,,2kr4/2pr4/ppQ2p1n/N5pp/4B3/1P3PP1/P6P/3q3K b - - 2 31,d7d1 h1g2 d8d2 g2h3 g5g4 f3g4 h5g4 h3h4 d2h2,[Event "Mate in 5\\https://lichess.org/SIHbkDRY#61"][FEN "2kr4/2pr4/ppQ2p1n/N5pp/4B3/1P3PP1/P6P/3q3K b - - 2 31"]1. d7 {d7d1 h1g2 d8d2 g2h3 g5g4 f3g4 h5g4 h3h4 d2h2 (0-1)}  *
0VqTM,2rr1k2/Q7/p3p1p1/4Pb2/1p2qPR1/1P6/PBP5/1KR5 w - - 7 43,g4h4 e4c2 c1c2 f5c2 b1a1 d8d1 b2c1 d1c1 a1b2 c1b1,2346,78,93,8276,master masterVsMaster mate mateIn5 middlegame queensideAttack sacrifice veryLong,https://lichess.org/HaxUTE7V#85,,2rr1k2/Q7/p3p1p1/4Pb2/1p2qP2/1P6/PBP5/1KR5 b - - 7 43,e4c2 c1c2 f5c2 b1a1 d8d1 b2c1 d1c1 a1b2 c1b1,[Event "Mate in 5\\https://lichess.org/HaxUTE7V#85"][FEN "2rr1k2/Q7/p3p1p1/4Pb2/1p2qP2/1P6/PBP5/1KR5 b - - 7 43"]1. e4 {e4c2 c1c2 f5c2 b1a1 d8d1 b2c1 d1c1 a1b2 c1b1 (0-1)}  *
