PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,NewFEN,NewMoves,PGNText
007fJ,8/1P3ppp/8/8/8/2pk3P/3p2P1/3K4 w - - 0 52,b7b8q c3c2,485,109,90,386,advancedPawn endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/34ezZi7R#103,,1P6/5ppp/8/8/8/2pk3P/3p2P1/3K4 b - - 0 52,c3c2,[Event "Mate in 1\\https://lichess.org/34ezZi7R#103"][FEN "1P6/5ppp/8/8/8/2pk3P/3p2P1/3K4 b - - 0 52"]1. c3 {c3c2 (0-1)}  *
008LD,8/6pp/4N1k1/5p2/5P2/5rPb/4R2P/6K1 w - - 0 35,e6g5 f3f1,412,93,78,168,endgame mate mateIn1 oneMove,https://lichess.org/jzHHsjDp#69,,8/6pp/6k1/5pN1/5P2/5rPb/4R2P/6K1 b - - 0 35,f3f1,[Event "Mate in 1\\https://lichess.org/jzHHsjDp#69"][FEN "8/6pp/6k1/5pN1/5P2/5rPb/4R2P/6K1 b - - 0 35"]1. f3 {f3f1 (0-1)}  *
008Nz,6k1/2p2ppp/pnp5/B7/2P3PP/1P1bPPR1/r6r/3R2K1 b - - 1 29,d3e2 d1d8,457,99,84,887,backRankMate mate mateIn1 middlegame oneMove,https://lichess.org/HNU4zavC/black#58,,6k1/2p2ppp/pnp5/B7/2P3PP/1P2PPR1/r3b2r/3R2K1 w - - 1 29,d1d8,[Event "Mate in 1\\https://lichess.org/HNU4zavC/black#58"][FEN "6k1/2p2ppp/pnp5/B7/2P3PP/1P2PPR1/r3b2r/3R2K1 w - - 1 29"]1. d1 {d1d8 (1-0)} *
008o6,Q5k1/p1p3p1/5rP1/8/3P4/7P/q3r3/B4RK1 b - - 1 34,f6f8 a8f8,471,87,75,122,endgame mate mateIn1 oneMove,https://lichess.org/1k4lXfEi/black#68,,Q4rk1/p1p3p1/6P1/8/3P4/7P/q3r3/B4RK1 w - - 1 34,a8f8,[Event "Mate in 1\\https://lichess.org/1k4lXfEi/black#68"][FEN "Q4rk1/p1p3p1/6P1/8/3P4/7P/q3r3/B4RK1 w - - 1 34"]1. a8 {a8f8 (1-0)} *
009L0,6k1/pb2r1pN/1n4Bp/3p4/1P2pR2/P7/3R1PPP/2r3K1 w - - 2 30,d2d1 c1d1,706,146,18,25,backRankMate hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/SAhQtou2#59,,6k1/pb2r1pN/1n4Bp/3p4/1P2pR2/P7/5PPP/2rR2K1 b - - 2 30,c1d1,[Event "Mate in 1\\https://lichess.org/SAhQtou2#59"][FEN "6k1/pb2r1pN/1n4Bp/3p4/1P2pR2/P7/5PPP/2rR2K1 b - - 2 30"]1. c1 {c1d1 (0-1)}  *
009bn,2kr2r1/ppb2ppp/3qbn2/2Np2B1/P7/2P2Q1P/1PB2PP1/R4RK1 w - - 5 18,c5e6 d6h2,994,82,100,42,mate mateIn1 middlegame oneMove,https://lichess.org/Zw4AxPzS#35,Caro-Kann_Defense Caro-Kann_Defense_Exchange_Variation,2kr2r1/ppb2ppp/3qNn2/3p2B1/P7/2P2Q1P/1PB2PP1/R4RK1 b - - 5 18,d6h2,[Event "Mate in 1\\https://lichess.org/Zw4AxPzS#35"][FEN "2kr2r1/ppb2ppp/3qNn2/3p2B1/P7/2P2Q1P/1PB2PP1/R4RK1 b - - 5 18"]1. d6 {d6h2 (0-1)}  *
00AGs,rn2k2Q/5p2/2p1p1r1/1q4p1/8/8/4NPPP/3R1K1R b q - 5 23,e8e7 h8d8,860,94,93,396,mate mateIn1 middlegame oneMove,https://lichess.org/gBoWCcF2/black#46,,rn5Q/4kp2/2p1p1r1/1q4p1/8/8/4NPPP/3R1K1R w q - 5 23,h8d8,[Event "Mate in 1\\https://lichess.org/gBoWCcF2/black#46"][FEN "rn5Q/4kp2/2p1p1r1/1q4p1/8/8/4NPPP/3R1K1R w q - 5 23"]1. h8 {h8d8 (1-0)} *
00AfZ,2r3kR/Q7/5q2/1brpN3/5Pp1/4P1P1/6K1/1B6 b - - 2 43,f6h8 a7f7,887,75,100,184,master mate mateIn1 middlegame oneMove,https://lichess.org/xSsuq2RP/black#86,,2r3kq/Q7/8/1brpN3/5Pp1/4P1P1/6K1/1B6 w - - 2 43,a7f7,[Event "Mate in 1\\https://lichess.org/xSsuq2RP/black#86"][FEN "2r3kq/Q7/8/1brpN3/5Pp1/4P1P1/6K1/1B6 w - - 2 43"]1. a7 {a7f7 (1-0)} *
00B2k,r4rk1/pbp3pp/1p1pp3/6B1/2PPp2q/3nP2P/PP3P2/R2QKBR1 w Q - 8 16,f1d3 h4f2,833,130,43,21,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/SIYAVKzo#31,Dutch_Defense Dutch_Defense_Queens_Knight_Variation,r4rk1/pbp3pp/1p1pp3/6B1/2PPp2q/3BP2P/PP3P2/R2QK1R1 b Q - 8 16,h4f2,[Event "Mate in 1\\https://lichess.org/SIYAVKzo#31"][FEN "r4rk1/pbp3pp/1p1pp3/6B1/2PPp2q/3BP2P/PP3P2/R2QK1R1 b Q - 8 16"]1. h4 {h4f2 (0-1)}  *
00BQD,4r3/3R1pkp/6p1/1P6/1b6/5B2/1P1p1PPP/3R2K1 w - - 0 36,d1d2 e8e1,675,78,100,122,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/ckr8Ti7I#71,,4r3/3R1pkp/6p1/1P6/1b6/5B2/1P1R1PPP/6K1 b - - 0 36,e8e1,[Event "Mate in 1\\https://lichess.org/ckr8Ti7I#71"][FEN "4r3/3R1pkp/6p1/1P6/1b6/5B2/1P1R1PPP/6K1 b - - 0 36"]1. e8 {e8e1 (0-1)}  *
00Bm8,8/6kp/4b1q1/1p6/1PpPp2Q/2P1P3/r2N2P1/5RK1 w - - 7 34,d2e4 g6g2,1126,76,86,327,endgame master mate mateIn1 oneMove,https://lichess.org/ynNNLRgG#67,,8/6kp/4b1q1/1p6/1PpPN2Q/2P1P3/r5P1/5RK1 b - - 7 34,g6g2,[Event "Mate in 1\\https://lichess.org/ynNNLRgG#67"][FEN "8/6kp/4b1q1/1p6/1PpPN2Q/2P1P3/r5P1/5RK1 b - - 7 34"]1. g6 {g6g2 (0-1)}  *
00Bn0,r1bqkb1r/pp1pnppp/2n1p3/1N6/5B2/8/PPP1PPPP/R2QKBNR b KQkq - 4 6,e6e5 b5d6,1040,113,93,130,mate mateIn1 oneMove opening smotheredMate,https://lichess.org/uxtqY7nh/black#12,Horwitz_Defense Horwitz_Defense_Other_variations,r1bqkb1r/pp1pnppp/2n5/1N2p3/5B2/8/PPP1PPPP/R2QKBNR w KQkq - 4 6,b5d6,[Event "Mate in 1\\https://lichess.org/uxtqY7nh/black#12"][FEN "r1bqkb1r/pp1pnppp/2n5/1N2p3/5B2/8/PPP1PPPP/R2QKBNR w KQkq - 4 6"]1. b5 {b5d6 (1-0)} *
00C7m,8/5k2/1P4R1/6PK/1r6/8/8/8 w - - 1 58,h5h6 b4h4,749,119,67,60,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/ZbuTrTYp#115,,8/5k2/1P4RK/6P1/1r6/8/8/8 b - - 1 58,b4h4,[Event "Mate in 1\\https://lichess.org/ZbuTrTYp#115"][FEN "8/5k2/1P4RK/6P1/1r6/8/8/8 b - - 1 58"]1. b4 {b4h4 (0-1)}  *
00CWE,3r4/1p4p1/2pBkbBp/p1P5/3rp3/P7/1PK2P2/4R3 b - - 1 31,e6d5 g6f7,1542,76,97,1397,endgame mate mateIn1 oneMove,https://lichess.org/VCQ4NAd0/black#62,,3r4/1p4p1/2pB1bBp/p1Pk4/3rp3/P7/1PK2P2/4R3 w - - 1 31,g6f7,[Event "Mate in 1\\https://lichess.org/VCQ4NAd0/black#62"][FEN "3r4/1p4p1/2pB1bBp/p1Pk4/3rp3/P7/1PK2P2/4R3 w - - 1 31"]1. g6 {g6f7 (1-0)} *
00DPQ,2k4r/pp3pp1/4pn2/2np2p1/8/1B1P1Pq1/PPPN1R2/R2Q3K w - - 6 20,f2h2 g3h2,766,97,84,112,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/AKiNfVd0#39,,2k4r/pp3pp1/4pn2/2np2p1/8/1B1P1Pq1/PPPN4/R2Q3K b - - 6 20,g3h2,[Event "Mate in 1\\https://lichess.org/AKiNfVd0#39"][FEN "2k4r/pp3pp1/4pn2/2np2p1/8/1B1P1Pq1/PPPN4/R2Q3K b - - 6 20"]1. g3 {g3h2 (0-1)}  *
00DU5,r1bq1rk1/5ppp/p2p1b2/1p1Pn3/1P2Q3/P1NB3P/1B3PP1/R4RK1 b - - 2 17,c8b7 e4h7,490,86,78,91,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/sDwtQGBU/black#34,Sicilian_Defense Sicilian_Defense_Delayed_Alapin_Variation,r2q1rk1/1b3ppp/p2p1b2/1p1Pn3/1P2Q3/P1NB3P/1B3PP1/R4RK1 w - - 2 17,e4h7,[Event "Mate in 1\\https://lichess.org/sDwtQGBU/black#34"][FEN "r2q1rk1/1b3ppp/p2p1b2/1p1Pn3/1P2Q3/P1NB3P/1B3PP1/R4RK1 w - - 2 17"]1. e4 {e4h7 (1-0)} *
00DWo,b4b1r/3k1ppp/p2p4/1p2p3/3nq3/N1P1B3/PP3PPP/R2Q1RK1 w - - 1 16,c3d4 e4g2,1063,105,82,40,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/bSwKB2bL#31,Sicilian_Defense Sicilian_Defense_Kalashnikov_Variation,b4b1r/3k1ppp/p2p4/1p2p3/3Pq3/N3B3/PP3PPP/R2Q1RK1 b - - 1 16,e4g2,[Event "Mate in 1\\https://lichess.org/bSwKB2bL#31"][FEN "b4b1r/3k1ppp/p2p4/1p2p3/3Pq3/N3B3/PP3PPP/R2Q1RK1 b - - 1 16"]1. e4 {e4g2 (0-1)}  *
00EWi,8/8/1R3pkp/1pP5/1P3PKP/r7/8/8 w - - 2 48,b6b5 f6f5,866,76,100,257,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/RxrVCbwq#95,,8/8/5pkp/1RP5/1P3PKP/r7/8/8 b - - 2 48,f6f5,[Event "Mate in 1\\https://lichess.org/RxrVCbwq#95"][FEN "8/8/5pkp/1RP5/1P3PKP/r7/8/8 b - - 2 48"]1. f6 {f6f5 (0-1)}  *
00FH6,r6r/1q2bpk1/7p/p1p1pPpn/Pp2P1nP/1P1B1N2/2P3P1/2BRR1QK w - - 7 30,c1b2 h5g3,1123,89,100,30,mate mateIn1 middlegame oneMove,https://lichess.org/ckigRGV8#59,,r6r/1q2bpk1/7p/p1p1pPpn/Pp2P1nP/1P1B1N2/1BP3P1/3RR1QK b - - 7 30,h5g3,[Event "Mate in 1\\https://lichess.org/ckigRGV8#59"][FEN "r6r/1q2bpk1/7p/p1p1pPpn/Pp2P1nP/1P1B1N2/1BP3P1/3RR1QK b - - 7 30"]1. h5 {h5g3 (0-1)}  *
00FHX,2r3k1/5p1p/4pP2/3p3P/8/5P2/p1b3P1/2R3K1 b - - 0 30,c2b1 c1c8,498,93,85,792,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/rztVgThB/black#60,,2r3k1/5p1p/4pP2/3p3P/8/5P2/p5P1/1bR3K1 w - - 0 30,c1c8,[Event "Mate in 1\\https://lichess.org/rztVgThB/black#60"][FEN "2r3k1/5p1p/4pP2/3p3P/8/5P2/p5P1/1bR3K1 w - - 0 30"]1. c1 {c1c8 (1-0)} *
00FaB,2k2bn1/ppp2Nrp/2b1p3/3q2BQ/8/8/PP3PPP/RN3RK1 w - - 5 18,b1c3 d5g2,673,78,75,103,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/fjSUfcn3#35,Ponziani_Opening Ponziani_Opening_Jaenisch_Counterattack,2k2bn1/ppp2Nrp/2b1p3/3q2BQ/8/2N5/PP3PPP/R4RK1 b - - 5 18,d5g2,[Event "Mate in 1\\https://lichess.org/fjSUfcn3#35"][FEN "2k2bn1/ppp2Nrp/2b1p3/3q2BQ/8/2N5/PP3PPP/R4RK1 b - - 5 18"]1. d5 {d5g2 (0-1)}  *
00FjB,rnbk3r/pppp1Bpp/8/5p2/4p3/2PP4/P1P2PPP/R1B1K2R b KQ - 0 13,h8f8 c1g5,885,146,59,200,doubleBishopMate mate mateIn1 middlegame oneMove,https://lichess.org/r1BPO2dx/black#26,Bishops_Opening Bishops_Opening_Boden-Kieseritzky_Gambit,rnbk4/pppp1Bpp/8/5p2/4p3/2PP4/P1P2PPP/R1B1K2R w KQ - 0 13,c1g5,[Event "Mate in 1\\https://lichess.org/r1BPO2dx/black#26"][FEN "rnbk4/pppp1Bpp/8/5p2/4p3/2PP4/P1P2PPP/R1B1K2R w KQ - 0 13"]1. c1 {c1g5 (1-0)} *
00G0z,Q4n1k/p2b2pp/3b4/2p5/4pq2/2Pn3P/PP1NBPP1/R1B2RK1 w - - 1 23,d2e4 f4h2,1339,93,29,55,mate mateIn1 middlegame oneMove,https://lichess.org/5yn9tO6O#45,,Q4n1k/p2b2pp/3b4/2p5/4Nq2/2Pn3P/PP2BPP1/R1B2RK1 b - - 1 23,f4h2,[Event "Mate in 1\\https://lichess.org/5yn9tO6O#45"][FEN "Q4n1k/p2b2pp/3b4/2p5/4Nq2/2Pn3P/PP2BPP1/R1B2RK1 b - - 1 23"]1. f4 {f4h2 (0-1)}  *
00GRa,1r3rk1/2p1Nppb/p2nq3/1p2p1Pp/4Qn1P/2P1N3/PPB2P1K/3R2R1 b - - 5 28,e6e7 e4h7,424,98,95,920,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/QiJhfG8J/black#56,,1r3rk1/2p1qppb/p2n4/1p2p1Pp/4Qn1P/2P1N3/PPB2P1K/3R2R1 w - - 5 28,e4h7,[Event "Mate in 1\\https://lichess.org/QiJhfG8J/black#56"][FEN "1r3rk1/2p1qppb/p2n4/1p2p1Pp/4Qn1P/2P1N3/PPB2P1K/3R2R1 w - - 5 28"]1. e4 {e4h7 (1-0)} *
00GY4,3k2r1/pR5R/3r4/4p1q1/7Q/3Pn1PP/PP5K/8 b - - 0 27,g5h4 b7b8,1095,75,99,830,endgame mate mateIn1 oneMove,https://lichess.org/uDdpetkC/black#54,,3k2r1/pR5R/3r4/4p3/7q/3Pn1PP/PP5K/8 w - - 0 27,b7b8,[Event "Mate in 1\\https://lichess.org/uDdpetkC/black#54"][FEN "3k2r1/pR5R/3r4/4p3/7q/3Pn1PP/PP5K/8 w - - 0 27"]1. b7 {b7b8 (1-0)} *
00GoO,r1b2rk1/ppb5/2p4p/2Ppqpp1/1P6/2N1P3/P3BPPP/2RQ1RK1 w - - 0 16,e2d3 e5h2,680,80,100,115,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/sf8dREp6#31,Dutch_Defense Dutch_Defense_Normal_Variation,r1b2rk1/ppb5/2p4p/2Ppqpp1/1P6/2NBP3/P4PPP/2RQ1RK1 b - - 0 16,e5h2,[Event "Mate in 1\\https://lichess.org/sf8dREp6#31"][FEN "r1b2rk1/ppb5/2p4p/2Ppqpp1/1P6/2NBP3/P4PPP/2RQ1RK1 b - - 0 16"]1. e5 {e5h2 (0-1)}  *
00H1C,r3r3/1kpRnqpp/p4p2/Qp2P2P/1N6/4Pb2/PPP3P1/2K2R2 b - - 0 22,e7c6 a5c7,1443,76,93,1846,mate mateIn1 middlegame oneMove,https://lichess.org/GzcjOw0p/black#44,,r3r3/1kpR1qpp/p1n2p2/Qp2P2P/1N6/4Pb2/PPP3P1/2K2R2 w - - 0 22,a5c7,[Event "Mate in 1\\https://lichess.org/GzcjOw0p/black#44"][FEN "r3r3/1kpR1qpp/p1n2p2/Qp2P2P/1N6/4Pb2/PPP3P1/2K2R2 w - - 0 22"]1. a5 {a5c7 (1-0)} *
00H9n,7k/6p1/8/4p3/Pp1b4/1P3b1q/3Q2P1/5RK1 w - - 0 45,d2d4 h3g2,888,77,90,304,endgame master mate mateIn1 oneMove,https://lichess.org/MaGCLflH#89,,7k/6p1/8/4p3/Pp1Q4/1P3b1q/6P1/5RK1 b - - 0 45,h3g2,[Event "Mate in 1\\https://lichess.org/MaGCLflH#89"][FEN "7k/6p1/8/4p3/Pp1Q4/1P3b1q/6P1/5RK1 b - - 0 45"]1. h3 {h3g2 (0-1)}  *
00HHN,4r2k/p6p/1p3R2/2p5/2P5/1P4R1/r5PP/2K5 w - - 0 32,f6f7 e8e1,526,91,98,786,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/tMmxk7ja#63,,4r2k/p4R1p/1p6/2p5/2P5/1P4R1/r5PP/2K5 b - - 0 32,e8e1,[Event "Mate in 1\\https://lichess.org/tMmxk7ja#63"][FEN "4r2k/p4R1p/1p6/2p5/2P5/1P4R1/r5PP/2K5 b - - 0 32"]1. e8 {e8e1 (0-1)}  *
00HJd,r1bqkb1r/pp2pppp/2p2n2/2PnN3/2BP1B2/8/PP3PPP/RN1QR1K1 b kq - 2 12,d5f4 c4f7,1278,130,57,36,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/LuwogjsN/black#24,Caro-Kann_Defense Caro-Kann_Defense_Exchange_Variation,r1bqkb1r/pp2pppp/2p2n2/2P1N3/2BP1n2/8/PP3PPP/RN1QR1K1 w kq - 2 12,c4f7,[Event "Mate in 1\\https://lichess.org/LuwogjsN/black#24"][FEN "r1bqkb1r/pp2pppp/2p2n2/2P1N3/2BP1n2/8/PP3PPP/RN1QR1K1 w kq - 2 12"]1. c4 {c4f7 (1-0)} *
00HPz,6r1/7p/2pk1p2/P2p4/P2KbP2/4P3/4NR1P/8 w - - 1 35,e2c3 c6c5,676,99,94,603,endgame master mate mateIn1 oneMove,https://lichess.org/ElfQqRYp#69,,6r1/7p/2pk1p2/P2p4/P2KbP2/2N1P3/5R1P/8 b - - 1 35,c6c5,[Event "Mate in 1\\https://lichess.org/ElfQqRYp#69"][FEN "6r1/7p/2pk1p2/P2p4/P2KbP2/2N1P3/5R1P/8 b - - 1 35"]1. c6 {c6c5 (0-1)}  *
