PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,NewFEN,NewMoves,PGNText
03DMu,2r3k1/1br2p2/pp2pQp1/3qN2p/3P2P1/P6R/1P3P1P/4R1K1 w - - 0 28,g4h5 d5h1,1120,77,64,86,master mate mateIn1 middlegame oneMove,https://lichess.org/6ORT4IDH#55,,2r3k1/1br2p2/pp2pQp1/3qN2P/3P4/P6R/1P3P1P/4R1K1 b - - 0 28,d5h1,[Event "Mate in 1\\https://lichess.org/6ORT4IDH#55"][FEN "2r3k1/1br2p2/pp2pQp1/3qN2P/3P4/P6R/1P3P1P/4R1K1 b - - 0 28"]1. d5 {d5h1 (0-1)}  *
03I4i,r1bqkr2/4npQN/1pn1p1p1/p1p5/4P3/P1PP4/B1P2PPP/R3K2R b KQq - 6 17,f8g8 h7f6,1069,77,100,348,mate mateIn1 middlegame oneMove,https://lichess.org/wczJp7BS/black#34,Sicilian_Defense Sicilian_Defense_Old_Sicilian,r1bqk3/4npQN/1pn1p1p1/p1p5/4P3/P1PP4/B1P2PPP/R3K2R w KQq - 6 17,h7f6,[Event "Mate in 1\\https://lichess.org/wczJp7BS/black#34"][FEN "r1bqk3/4npQN/1pn1p1p1/p1p5/4P3/P1PP4/B1P2PPP/R3K2R w KQq - 6 17"]1. h7 {h7f6 (1-0)} *
03JRQ,1r6/5pBp/p7/1p6/4p1Pk/7P/bPP1B1K1/8 b - - 0 26,a2d5 g7f6,783,87,94,85,endgame mate mateIn1 oneMove,https://lichess.org/nNoMZGVN/black#52,,1r6/5pBp/p7/1p1b4/4p1Pk/7P/1PP1B1K1/8 w - - 0 26,g7f6,[Event "Mate in 1\\https://lichess.org/nNoMZGVN/black#52"][FEN "1r6/5pBp/p7/1p1b4/4p1Pk/7P/1PP1B1K1/8 w - - 0 26"]1. g7 {g7f6 (1-0)} *
03JSh,r4rk1/ppp1q1p1/3p1pQn/3P2p1/3P2R1/3B3P/PP3PP1/R5K1 b - - 7 20,e7f7 g6h7,834,79,99,632,master mate mateIn1 middlegame oneMove,https://lichess.org/liHEU2JJ/black#40,,r4rk1/ppp3p1/3p1pQn/3P2p1/3P2R1/3B3P/PP3PP1/R5K1 w - - 7 20,g6h7,[Event "Mate in 1\\https://lichess.org/liHEU2JJ/black#40"][FEN "r4rk1/ppp3p1/3p1pQn/3P2p1/3P2R1/3B3P/PP3PP1/R5K1 w - - 7 20"]1. g6 {g6h7 (1-0)} *
03Jo2,r4r2/2p2pp1/2p2q2/p1bn1b2/3k4/6QP/PPP2P2/R1BR2K1 b - - 5 21,d4c4 g3b3,1388,79,88,362,mate mateIn1 middlegame oneMove,https://lichess.org/OzEk8gb9/black#42,,r4r2/2p2pp1/2p2q2/p1bn1b2/8/6QP/PPP2P2/R1BR2K1 w - - 5 21,g3b3,[Event "Mate in 1\\https://lichess.org/OzEk8gb9/black#42"][FEN "r4r2/2p2pp1/2p2q2/p1bn1b2/8/6QP/PPP2P2/R1BR2K1 w - - 5 21"]1. g3 {g3b3 (1-0)} *
03KEl,8/B2kbp1b/1Q1p1P2/1p6/1p2p1r1/2r5/P1P5/R4RK1 w - - 0 30,g1h1 c3h3,1286,134,66,54,mate mateIn1 middlegame oneMove,https://lichess.org/cDwJbKab#59,,8/B2kbp1b/1Q1p1P2/1p6/1p2p1r1/2r5/P1P5/R4R2 b - - 0 30,c3h3,[Event "Mate in 1\\https://lichess.org/cDwJbKab#59"][FEN "8/B2kbp1b/1Q1p1P2/1p6/1p2p1r1/2r5/P1P5/R4R2 b - - 0 30"]1. c3 {c3h3 (0-1)}  *
03KL2,3Q1nk1/5p2/3Bp2p/2Pp2p1/P2P4/2N1P1qn/6P1/1R4K1 w - - 0 32,g1f1 g3f2,797,83,74,139,mate mateIn1 middlegame oneMove,https://lichess.org/xatjbxTb#63,,3Q1nk1/5p2/3Bp2p/2Pp2p1/P2P4/2N1P1qn/6P1/1R6 b - - 0 32,g3f2,[Event "Mate in 1\\https://lichess.org/xatjbxTb#63"][FEN "3Q1nk1/5p2/3Bp2p/2Pp2p1/P2P4/2N1P1qn/6P1/1R6 b - - 0 32"]1. g3 {g3f2 (0-1)}  *
03KUd,1qr1k3/1p4rp/p1n1Q3/8/8/P5P1/1P3PP1/2RR2K1 b - - 0 23,g7e7 e6g8,1155,75,97,2565,mate mateIn1 middlegame oneMove,https://lichess.org/qruSYadA/black#46,,1qr1k3/1p5p/p1n1Q3/8/8/P5P1/1P3PP1/2RR2K1 w - - 0 23,e6g8,[Event "Mate in 1\\https://lichess.org/qruSYadA/black#46"][FEN "1qr1k3/1p5p/p1n1Q3/8/8/P5P1/1P3PP1/2RR2K1 w - - 0 23"]1. e6 {e6g8 (1-0)} *
03LKc,r5k1/5p1p/p5p1/8/2Q5/1P4Nn/P5PP/R5qK w - - 8 30,a1g1 h3f2,942,152,88,71,endgame mate mateIn1 oneMove smotheredMate,https://lichess.org/0dpJ9eKf#59,,r5k1/5p1p/p5p1/8/2Q5/1P4Nn/P5PP/6qK b - - 8 30,h3f2,[Event "Mate in 1\\https://lichess.org/0dpJ9eKf#59"][FEN "r5k1/5p1p/p5p1/8/2Q5/1P4Nn/P5PP/6qK b - - 8 30"]1. h3 {h3f2 (0-1)}  *
03Lde,2k5/2p4p/p1n5/5pp1/2N5/1R1r3P/1p3PPB/6K1 w - - 0 32,b3b2 d3d1,733,110,-20,38,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/3JCtrKz4#63,,2k5/2p4p/p1n5/5pp1/2N5/3r3P/1R3PPB/6K1 b - - 0 32,d3d1,[Event "Mate in 1\\https://lichess.org/3JCtrKz4#63"][FEN "2k5/2p4p/p1n5/5pp1/2N5/3r3P/1R3PPB/6K1 b - - 0 32"]1. d3 {d3d1 (0-1)}  *
03Lrl,r4rk1/p2q3p/2p1Bpn1/1p5Q/8/2PP1P1R/PP3P1P/R6K b - - 0 27,d7e6 h5h7,541,94,74,115,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/WlL8UmmM/black#54,,r4rk1/p6p/2p1qpn1/1p5Q/8/2PP1P1R/PP3P1P/R6K w - - 0 27,h5h7,[Event "Mate in 1\\https://lichess.org/WlL8UmmM/black#54"][FEN "r4rk1/p6p/2p1qpn1/1p5Q/8/2PP1P1R/PP3P1P/R6K w - - 0 27"]1. h5 {h5h7 (1-0)} *
03MOh,2q4k/2b3p1/R6p/p2Q4/Pp3pP1/1B5P/1P6/6K1 b - - 0 35,c8a6 d5g8,820,79,99,587,endgame mate mateIn1 oneMove,https://lichess.org/tMVH7I1v/black#70,,7k/2b3p1/q6p/p2Q4/Pp3pP1/1B5P/1P6/6K1 w - - 0 35,d5g8,[Event "Mate in 1\\https://lichess.org/tMVH7I1v/black#70"][FEN "7k/2b3p1/q6p/p2Q4/Pp3pP1/1B5P/1P6/6K1 w - - 0 35"]1. d5 {d5g8 (1-0)} *
03MPv,2rr2k1/1p3pp1/p3p2p/4q3/4p1Q1/P1P3RP/1P3PP1/4R1K1 b - - 3 28,e5f5 g4g7,1575,275,29,12,endgame kingsideAttack mate mateIn1 oneMove,https://lichess.org/fN7oBBv2/black#56,,2rr2k1/1p3pp1/p3p2p/8/4p1Q1/P1P3RP/1P3PP1/4R1K1 w - - 3 28,g4g7,[Event "Mate in 1\\https://lichess.org/fN7oBBv2/black#56"][FEN "2rr2k1/1p3pp1/p3p2p/8/4p1Q1/P1P3RP/1P3PP1/4R1K1 w - - 3 28"]1. g4 {g4g7 (1-0)} *
03Mlc,r2q2rk/pp3p1p/3p4/3Pn2Q/4P2R/2N5/PP4PP/6K1 b - - 2 22,d8g5 h5h7,770,77,98,543,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/xDPRPUxQ/black#44,,r5rk/pp3p1p/3p4/3Pn1qQ/4P2R/2N5/PP4PP/6K1 w - - 2 22,h5h7,[Event "Mate in 1\\https://lichess.org/xDPRPUxQ/black#44"][FEN "r5rk/pp3p1p/3p4/3Pn1qQ/4P2R/2N5/PP4PP/6K1 w - - 2 22"]1. h5 {h5h7 (1-0)} *
03N1y,4r1k1/1pp2ppp/1b2bn2/3q4/Q2PP3/5N2/4BPPP/B4RK1 b - - 0 17,f6e4 a4e8,601,94,71,126,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/4kW7FMfy/black#34,English_Opening English_Opening_Anglo-Scandinavian_Defense,4r1k1/1pp2ppp/1b2b3/3q4/Q2Pn3/5N2/4BPPP/B4RK1 w - - 0 17,a4e8,[Event "Mate in 1\\https://lichess.org/4kW7FMfy/black#34"][FEN "4r1k1/1pp2ppp/1b2b3/3q4/Q2Pn3/5N2/4BPPP/B4RK1 w - - 0 17"]1. a4 {a4e8 (1-0)} *
03NBG,3rr1k1/p6p/5Q2/q1p1Pp2/4b3/1PP1R3/P6P/R5K1 b - - 6 29,e8f8 e3g3,1429,86,85,272,mate mateIn1 middlegame oneMove,https://lichess.org/YBy2m9Px/black#58,,3r2k1/p6p/5Q2/q1p1Pp2/4b3/1PP1R3/P6P/R5K1 w - - 6 29,e3g3,[Event "Mate in 1\\https://lichess.org/YBy2m9Px/black#58"][FEN "3r2k1/p6p/5Q2/q1p1Pp2/4b3/1PP1R3/P6P/R5K1 w - - 6 29"]1. e3 {e3g3 (1-0)} *
03NfN,2b3k1/6p1/p1p1p2p/4QpqN/6P1/P4P1P/1P1r4/R5K1 b - - 0 32,g5h4 e5g7,1302,107,5,25,endgame mate mateIn1 oneMove,https://lichess.org/6Iy4oMmf/black#64,,2b3k1/6p1/p1p1p2p/4Qp1N/6Pq/P4P1P/1P1r4/R5K1 w - - 0 32,e5g7,[Event "Mate in 1\\https://lichess.org/6Iy4oMmf/black#64"][FEN "2b3k1/6p1/p1p1p2p/4Qp1N/6Pq/P4P1P/1P1r4/R5K1 w - - 0 32"]1. e5 {e5g7 (1-0)} *
03O0x,5k2/pp4p1/6b1/3B4/1P1P1b2/Pr6/8/2KR3R w - - 1 33,d1d2 b3b1,1576,103,77,215,endgame master mate mateIn1 oneMove pin,https://lichess.org/KnohZfki#65,,5k2/pp4p1/6b1/3B4/1P1P1b2/Pr6/3R4/2K4R b - - 1 33,b3b1,[Event "Mate in 1\\https://lichess.org/KnohZfki#65"][FEN "5k2/pp4p1/6b1/3B4/1P1P1b2/Pr6/3R4/2K4R b - - 1 33"]1. b3 {b3b1 (0-1)}  *
03OKr,5rk1/4ppb1/p2p3p/3P1Q2/1p1q1P2/3P4/PP4PP/1K1RR3 w - - 1 22,e1e4 d4b2,924,87,87,302,endgame mate mateIn1 oneMove queensideAttack,https://lichess.org/czecIyZe#43,,5rk1/4ppb1/p2p3p/3P1Q2/1p1qRP2/3P4/PP4PP/1K1R4 b - - 1 22,d4b2,[Event "Mate in 1\\https://lichess.org/czecIyZe#43"][FEN "5rk1/4ppb1/p2p3p/3P1Q2/1p1qRP2/3P4/PP4PP/1K1R4 b - - 1 22"]1. d4 {d4b2 (0-1)}  *
03PFj,2kr3r/Bppnqpbp/3p1np1/3P4/4P3/2PQ1B2/PPK3R1/RN6 b - - 0 16,b7b6 d3a6,1253,158,-26,13,mate mateIn1 middlegame oneMove,https://lichess.org/4y2GIhW6/black#32,Kings_Gambit_Accepted Kings_Gambit_Accepted_Gaga_Gambit,2kr3r/B1pnqpbp/1p1p1np1/3P4/4P3/2PQ1B2/PPK3R1/RN6 w - - 0 16,d3a6,[Event "Mate in 1\\https://lichess.org/4y2GIhW6/black#32"][FEN "2kr3r/B1pnqpbp/1p1p1np1/3P4/4P3/2PQ1B2/PPK3R1/RN6 w - - 0 16"]1. d3 {d3a6 (1-0)} *
03PL7,8/p1pb4/5k2/6q1/3P4/2P2BK1/P5R1/6R1 w - - 4 38,g3h2 g5h4,1046,83,93,527,endgame mate mateIn1 oneMove,https://lichess.org/FgWM4Fzp#75,,8/p1pb4/5k2/6q1/3P4/2P2B2/P5RK/6R1 b - - 4 38,g5h4,[Event "Mate in 1\\https://lichess.org/FgWM4Fzp#75"][FEN "8/p1pb4/5k2/6q1/3P4/2P2B2/P5RK/6R1 b - - 4 38"]1. g5 {g5h4 (0-1)}  *
03QVV,2r3k1/p2p1ppp/b3p3/3pP3/8/1P4R1/q4PPP/Q5K1 w - - 0 22,a1a2 c8c1,407,95,100,426,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/1t3P94Gx#43,,2r3k1/p2p1ppp/b3p3/3pP3/8/1P4R1/Q4PPP/6K1 b - - 0 22,c8c1,[Event "Mate in 1\\https://lichess.org/1t3P94Gx#43"][FEN "2r3k1/p2p1ppp/b3p3/3pP3/8/1P4R1/Q4PPP/6K1 b - - 0 22"]1. c8 {c8c1 (0-1)}  *
03QYt,r5k1/pb1p1r1p/1p2p3/2p1B3/5p1q/1P1P2N1/P1P1BQPP/5R1K b - - 1 19,f4g3 f2f7,799,115,96,424,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/LfoP9hl8/black#38,,r5k1/pb1p1r1p/1p2p3/2p1B3/7q/1P1P2p1/P1P1BQPP/5R1K w - - 1 19,f2f7,[Event "Mate in 1\\https://lichess.org/LfoP9hl8/black#38"][FEN "r5k1/pb1p1r1p/1p2p3/2p1B3/7q/1P1P2p1/P1P1BQPP/5R1K w - - 1 19"]1. f2 {f2f7 (1-0)} *
03RFF,2r1nrk1/4qPp1/p1p3b1/np4NQ/8/7P/PP3PP1/R1B1R1K1 b - - 0 21,g6f7 h5h7,869,98,94,1188,mate mateIn1 oneMove opening,https://lichess.org/1pRTHVMn/black#42,,2r1nrk1/4qbp1/p1p5/np4NQ/8/7P/PP3PP1/R1B1R1K1 w - - 0 21,h5h7,[Event "Mate in 1\\https://lichess.org/1pRTHVMn/black#42"][FEN "2r1nrk1/4qbp1/p1p5/np4NQ/8/7P/PP3PP1/R1B1R1K1 w - - 0 21"]1. h5 {h5h7 (1-0)} *
03RI0,2b2rQk/3p2pp/p5nN/p1P5/1P5q/P4p2/5PPP/3R1RK1 b - - 5 30,f8g8 h6f7,945,96,90,246,mate mateIn1 middlegame oneMove smotheredMate,https://lichess.org/zffbtTGp/black#60,,2b3Qk/3p2pp/p5nN/p1P5/1P5q/P4p2/5PPP/3R1RK1 w - - 5 30,h6f7,[Event "Mate in 1\\https://lichess.org/zffbtTGp/black#60"][FEN "2b3Qk/3p2pp/p5nN/p1P5/1P5q/P4p2/5PPP/3R1RK1 w - - 5 30"]1. h6 {h6f7 (1-0)} *
03Ria,3r4/5k1p/2p1p3/1p3p2/3r3P/1P2K3/2PN1PP1/2R4R w - - 2 32,d2f3 d4e4,1181,78,93,318,endgame master masterVsMaster mate mateIn1 oneMove,https://lichess.org/diTqsLiy#63,,3r4/5k1p/2p1p3/1p3p2/3r3P/1P2KN2/2P2PP1/2R4R b - - 2 32,d4e4,[Event "Mate in 1\\https://lichess.org/diTqsLiy#63"][FEN "3r4/5k1p/2p1p3/1p3p2/3r3P/1P2KN2/2P2PP1/2R4R b - - 2 32"]1. d4 {d4e4 (0-1)}  *
03RyA,2rqr1k1/1b3ppQ/p1p2b1p/1pn5/3P4/5N2/PP3PPP/1BR1R1K1 b - - 1 18,g8f8 h7h8,771,95,47,32,mate mateIn1 oneMove opening,https://lichess.org/6byYD3l4/black#36,Queens_Gambit_Declined Queens_Gambit_Declined_Modern_Variation,2rqr3/1b3ppQ/p1p2b1p/1pn5/3P4/5N2/PP3PPP/1BR1R1K1 w - - 1 18,h7h8,[Event "Mate in 1\\https://lichess.org/6byYD3l4/black#36"][FEN "2rqr3/1b3ppQ/p1p2b1p/1pn5/3P4/5N2/PP3PPP/1BR1R1K1 w - - 1 18"]1. h7 {h7h8 (1-0)} *
03S7l,1R5R/3kpr1p/3p4/3P1P2/2n1P3/2r5/5N2/1K6 b - - 5 44,f7g7 b8b7,1606,87,82,1319,endgame mate mateIn1 oneMove,https://lichess.org/EYN9LhoQ/black#88,,1R5R/3kp2p/3p4/3P1P2/2n1P3/2r5/5N2/1K6 w - - 5 44,b8b7,[Event "Mate in 1\\https://lichess.org/EYN9LhoQ/black#88"][FEN "1R5R/3kp2p/3p4/3P1P2/2n1P3/2r5/5N2/1K6 w - - 5 44"]1. b8 {b8b7 (1-0)} *
03SKN,2rq1rk1/1b2bpp1/1np1pB1p/pp6/3P4/2NQPN2/PP3PPP/1BR2RK1 b - - 0 15,e7f6 d3h7,695,98,74,180,mate mateIn1 oneMove opening,https://lichess.org/B98aKyBY/black#30,Semi-Slav_Defense Semi-Slav_Defense_Anti-Moscow_Gambit,2rq1rk1/1b3pp1/1np1pb1p/pp6/3P4/2NQPN2/PP3PPP/1BR2RK1 w - - 0 15,d3h7,[Event "Mate in 1\\https://lichess.org/B98aKyBY/black#30"][FEN "2rq1rk1/1b3pp1/1np1pb1p/pp6/3P4/2NQPN2/PP3PPP/1BR2RK1 w - - 0 15"]1. d3 {d3h7 (1-0)} *
03SLJ,7k/4RN1P/1r6/6K1/8/8/8/1q6 b - - 1 56,h8g7 h7h8q,1768,76,90,8314,advancedPawn endgame mate mateIn1 oneMove promotion,https://lichess.org/l7BvBZgT/black#112,,8/4RNkP/1r6/6K1/8/8/8/1q6 w - - 1 56,h7h8q,[Event "Mate in 1\\https://lichess.org/l7BvBZgT/black#112"][FEN "8/4RNkP/1r6/6K1/8/8/8/1q6 w - - 1 56"]1. h7 {h7h8q (1-0)} *
03Sox,rr4k1/5pp1/7p/3p4/8/5P2/pRB2PKP/B7 b - - 5 37,a8a3 b2b8,517,83,100,113,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/nOsEoIcF/black#74,,1r4k1/5pp1/7p/3p4/8/r4P2/pRB2PKP/B7 w - - 5 37,b2b8,[Event "Mate in 1\\https://lichess.org/nOsEoIcF/black#74"][FEN "1r4k1/5pp1/7p/3p4/8/r4P2/pRB2PKP/B7 w - - 5 37"]1. b2 {b2b8 (1-0)} *
03T43,1R6/5Ppk/6p1/3b4/p3q3/6QP/6rK/8 w - - 0 42,g3g2 e4g2,570,93,86,373,endgame mate mateIn1 oneMove,https://lichess.org/8Etzsw0i#83,,1R6/5Ppk/6p1/3b4/p3q3/7P/6QK/8 b - - 0 42,e4g2,[Event "Mate in 1\\https://lichess.org/8Etzsw0i#83"][FEN "1R6/5Ppk/6p1/3b4/p3q3/7P/6QK/8 b - - 0 42"]1. e4 {e4g2 (0-1)}  *
03URI,3n2rk/pp4p1/3qp1Qp/5r2/2p3N1/1P5P/PB3PP1/5RK1 b - - 5 30,f5g5 g6h6,1582,82,88,1080,kingsideAttack mate mateIn1 middlegame oneMove pin,https://lichess.org/UCIhACJi/black#60,,3n2rk/pp4p1/3qp1Qp/8/2p3N1/1P5P/PB3PP1/5RK1 w - - 5 30,g6h6,[Event "Mate in 1\\https://lichess.org/UCIhACJi/black#60"][FEN "3n2rk/pp4p1/3qp1Qp/8/2p3N1/1P5P/PB3PP1/5RK1 w - - 5 30"]1. g6 {g6h6 (1-0)} *
03US3,r4rk1/ppp3pp/2n5/1B1p4/3P3n/2P1q1Pb/PP1N3P/R1BQ1R1K w - - 3 19,d2f3 h3g2,1536,85,89,526,mate mateIn1 middlegame oneMove,https://lichess.org/xq04RXNm#37,,r4rk1/ppp3pp/2n5/1B1p4/3P3n/2P1qNPb/PP5P/R1BQ1R1K b - - 3 19,h3g2,[Event "Mate in 1\\https://lichess.org/xq04RXNm#37"][FEN "r4rk1/ppp3pp/2n5/1B1p4/3P3n/2P1qNPb/PP5P/R1BQ1R1K b - - 3 19"]1. h3 {h3g2 (0-1)}  *
03Ulb,6k1/P1p2ppp/4p3/8/2n5/7P/1r4P1/3RK3 b - - 0 36,b2a2 d1d8,621,99,81,646,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/pqt0GU3v/black#72,,6k1/P1p2ppp/4p3/8/2n5/7P/6P1/3RK3 w - - 0 36,d1d8,[Event "Mate in 1\\https://lichess.org/pqt0GU3v/black#72"][FEN "6k1/P1p2ppp/4p3/8/2n5/7P/6P1/3RK3 w - - 0 36"]1. d1 {d1d8 (1-0)} *
03VJC,rn1qbr1k/1pp5/p2p3p/2bP4/2B2p1P/P2P1P2/1PP2PQ1/R3K1R1 b Q - 1 21,f8g8 g2g8,663,93,81,113,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/i6N2XZPl/black#42,,rn1qb2k/1pp5/p2p3p/2bP4/2B2p1P/P2P1P2/1PP2PQ1/R3K1R1 w Q - 1 21,g2g8,[Event "Mate in 1\\https://lichess.org/i6N2XZPl/black#42"][FEN "rn1qb2k/1pp5/p2p3p/2bP4/2B2p1P/P2P1P2/1PP2PQ1/R3K1R1 w Q - 1 21"]1. g2 {g2g8 (1-0)} *
03Vdf,2kr3r/p1p1bp2/1pnp4/4p3/1PPPn1p1/P1NQP1Pp/1B3q1P/R4RNK w - - 0 20,f1f2 e4f2,522,99,94,266,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/0FYkD4zs#39,,2kr3r/p1p1bp2/1pnp4/4p3/1PPPn1p1/P1NQP1Pp/1B3R1P/R5NK b - - 0 20,e4f2,[Event "Mate in 1\\https://lichess.org/0FYkD4zs#39"][FEN "2kr3r/p1p1bp2/1pnp4/4p3/1PPPn1p1/P1NQP1Pp/1B3R1P/R5NK b - - 0 20"]1. e4 {e4f2 (0-1)}  *
03Vq2,r6k/1bp1n1q1/p2p1Q2/1p6/3P4/2P5/P1B2PPP/R3R1K1 w - - 1 25,f6e7 g7g2,773,82,94,870,mate mateIn1 middlegame oneMove,https://lichess.org/BcqrnKnj#49,,r6k/1bp1Q1q1/p2p4/1p6/3P4/2P5/P1B2PPP/R3R1K1 b - - 1 25,g7g2,[Event "Mate in 1\\https://lichess.org/BcqrnKnj#49"][FEN "r6k/1bp1Q1q1/p2p4/1p6/3P4/2P5/P1B2PPP/R3R1K1 b - - 1 25"]1. g7 {g7g2 (0-1)}  *
03WIh,4rrk1/pp3pp1/2np3p/q2p1QNP/8/PPp1P3/2P2PP1/R2K3R b - - 1 18,e8e5 f5h7,936,78,97,372,mate mateIn1 middlegame oneMove,https://lichess.org/pdfjjUej/black#36,Queens_Pawn_Game Queens_Pawn_Game_Mason_Variation,5rk1/pp3pp1/2np3p/q2prQNP/8/PPp1P3/2P2PP1/R2K3R w - - 1 18,f5h7,[Event "Mate in 1\\https://lichess.org/pdfjjUej/black#36"][FEN "5rk1/pp3pp1/2np3p/q2prQNP/8/PPp1P3/2P2PP1/R2K3R w - - 1 18"]1. f5 {f5h7 (1-0)} *
03WUg,2kr3r/pppB1pb1/4p2p/4n1p1/2QP4/6Bq/PPP2P1P/2KR2R1 b - - 0 16,e5d7 c4c7,477,84,100,132,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/qn4AA4YD/black#32,French_Defense French_Defense_Perseus_Gambit,2kr3r/pppn1pb1/4p2p/6p1/2QP4/6Bq/PPP2P1P/2KR2R1 w - - 0 16,c4c7,[Event "Mate in 1\\https://lichess.org/qn4AA4YD/black#32"][FEN "2kr3r/pppn1pb1/4p2p/6p1/2QP4/6Bq/PPP2P1P/2KR2R1 w - - 0 16"]1. c4 {c4c7 (1-0)} *
03X8P,6k1/p4p2/P3p2Q/1p4P1/6q1/1KP5/1P6/8 w - - 0 46,h6f6 g4a4,1120,75,97,2872,endgame master mate mateIn1 oneMove queenEndgame,https://lichess.org/Eqs0mMnS#91,,6k1/p4p2/P3p3/1p4P1/6q1/1KP5/1P6/8 b - - 0 46,g4a4,[Event "Mate in 1\\https://lichess.org/Eqs0mMnS#91"][FEN "6k1/p4p2/P3p3/1p4P1/6q1/1KP5/1P6/8 b - - 0 46"]1. g4 {g4a4 (0-1)}  *
03XAy,4B3/2R1b2p/4pkp1/5p2/1P3P2/r7/6PP/5K2 b - - 2 35,e7b4 c7f7,832,94,72,144,endgame mate mateIn1 oneMove,https://lichess.org/5nPCHAFF/black#70,,4B3/2R4p/4pkp1/5p2/1b3P2/r7/6PP/5K2 w - - 2 35,c7f7,[Event "Mate in 1\\https://lichess.org/5nPCHAFF/black#70"][FEN "4B3/2R4p/4pkp1/5p2/1b3P2/r7/6PP/5K2 w - - 2 35"]1. c7 {c7f7 (1-0)} *
03XGG,1b3r1k/p5p1/4Q2p/3p2p1/5q2/5P2/P6P/4RR1K w - - 1 27,e6d5 f4h2,989,75,96,1649,endgame mate mateIn1 oneMove,https://lichess.org/sLnisiS6#53,,1b3r1k/p5p1/7p/3Q2p1/5q2/5P2/P6P/4RR1K b - - 1 27,f4h2,[Event "Mate in 1\\https://lichess.org/sLnisiS6#53"][FEN "1b3r1k/p5p1/7p/3Q2p1/5q2/5P2/P6P/4RR1K b - - 1 27"]1. f4 {f4h2 (0-1)}  *
03Xd6,r1b1r3/ppp2p2/3pk3/4n1B1/8/2N4Q/Pq4PK/5R2 b - - 9 28,f7f5 h3f5,1277,75,100,605,mate mateIn1 middlegame oneMove,https://lichess.org/JEaoQ1Kz/black#56,,r1b1r3/ppp5/3pk3/4npB1/8/2N4Q/Pq4PK/5R2 w - - 9 28,h3f5,[Event "Mate in 1\\https://lichess.org/JEaoQ1Kz/black#56"][FEN "r1b1r3/ppp5/3pk3/4npB1/8/2N4Q/Pq4PK/5R2 w - - 9 28"]1. h3 {h3f5 (1-0)} *
03XdS,4rk2/ppp2p1p/2qp4/8/8/3K4/PPPP1Q1P/R1B3N1 w - - 0 17,c2c3 c6e4,1185,76,93,2290,dovetailMate endgame mate mateIn1 oneMove,https://lichess.org/qdmwlf1i#33,,4rk2/ppp2p1p/2qp4/8/8/2PK4/PP1P1Q1P/R1B3N1 b - - 0 17,c6e4,[Event "Mate in 1\\https://lichess.org/qdmwlf1i#33"][FEN "4rk2/ppp2p1p/2qp4/8/8/2PK4/PP1P1Q1P/R1B3N1 b - - 0 17"]1. c6 {c6e4 (0-1)}  *
03Y1O,5r2/p7/3bk3/1Q2p3/4P3/2P3Pp/q3N2P/1R5K w - - 1 32,e2g1 a2g2,997,75,80,249,endgame mate mateIn1 oneMove,https://lichess.org/Q8J6bVMw#63,,5r2/p7/3bk3/1Q2p3/4P3/2P3Pp/q6P/1R4NK b - - 1 32,a2g2,[Event "Mate in 1\\https://lichess.org/Q8J6bVMw#63"][FEN "5r2/p7/3bk3/1Q2p3/4P3/2P3Pp/q6P/1R4NK b - - 1 32"]1. a2 {a2g2 (0-1)}  *
03YJr,r1bqr1k1/1p1n1p2/p1n1p2Q/2bpP2P/6P1/2NB1N2/PPP2P2/R4RK1 b - - 0 15,c5f8 h6h7,891,83,95,203,mate mateIn1 middlegame oneMove,https://lichess.org/Q8BzxLGQ/black#30,French_Defense French_Defense_Two_Knights_Variation,r1bqrbk1/1p1n1p2/p1n1p2Q/3pP2P/6P1/2NB1N2/PPP2P2/R4RK1 w - - 0 15,h6h7,[Event "Mate in 1\\https://lichess.org/Q8BzxLGQ/black#30"][FEN "r1bqrbk1/1p1n1p2/p1n1p2Q/3pP2P/6P1/2NB1N2/PPP2P2/R4RK1 w - - 0 15"]1. h6 {h6h7 (1-0)} *
03YfR,rn1qkbnr/pp2pppp/2p5/4N3/2BP2b1/8/PPP3PP/RNBQK2R b KQkq - 2 6,g4d1 c4f7,1096,87,94,817,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/bNhBxmTh/black#12,Caro-Kann_Defense Caro-Kann_Defense_Maroczy_Variation,rn1qkbnr/pp2pppp/2p5/4N3/2BP4/8/PPP3PP/RNBbK2R w KQkq - 2 6,c4f7,[Event "Mate in 1\\https://lichess.org/bNhBxmTh/black#12"][FEN "rn1qkbnr/pp2pppp/2p5/4N3/2BP4/8/PPP3PP/RNBbK2R w KQkq - 2 6"]1. c4 {c4f7 (1-0)} *
