PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,NewFEN,NewMoves,PGNText
00Kyy,8/P7/8/5k2/8/5pr1/5r2/R6K w - - 0 50,a7a8q g3h3 h1g1 f2g2 g1f1 h3h1,1256,75,100,202,endgame exposedKing long master mate mateIn3 queenRookEndgame,https://lichess.org/VrBw9rnh#99,,P7/8/8/5k2/8/5pr1/5r2/R6K b - - 0 50,g3h3 h1g1 f2g2 g1f1 h3h1,[Event "Mate in 3\\https://lichess.org/VrBw9rnh#99"][FEN "P7/8/8/5k2/8/5pr1/5r2/R6K b - - 0 50"]1. g3 {g3h3 h1g1 f2g2 g1f1 h3h1 (0-1)}  *
00NHK,r1b2rk1/1p2b1p1/pqn1p1P1/3pP3/1P1P4/P1N1P3/6P1/R2QK2R b KQ - 0 17,c6e5 h1h8 g8h8 d1h5 h8g8 h5h7,1904,74,96,573,attraction fork long mate mateIn3 middlegame sacrifice,https://lichess.org/YWzSZGeb/black#34,French_Defense French_Defense_Advance_Variation,r1b2rk1/1p2b1p1/pq2p1P1/3pn3/1P1P4/P1N1P3/6P1/R2QK2R w KQ - 0 17,h1h8 g8h8 d1h5 h8g8 h5h7,[Event "Mate in 3\\https://lichess.org/YWzSZGeb/black#34"][FEN "r1b2rk1/1p2b1p1/pq2p1P1/3pn3/1P1P4/P1N1P3/6P1/R2QK2R w KQ - 0 17"]1. h1 {h1h8 g8h8 d1h5 h8g8 h5h7 (1-0)} *
00O9a,1k3r2/q5r1/2Qp3p/N2Bp3/4P1p1/P7/1PP2PPP/R5K1 w - - 12 35,a5c4 a7f2 g1h1 f2f1 a1f1 f8f1,986,87,91,726,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/t6wbqTty#69,,1k3r2/q5r1/2Qp3p/3Bp3/2N1P1p1/P7/1PP2PPP/R5K1 b - - 12 35,a7f2 g1h1 f2f1 a1f1 f8f1,[Event "Mate in 3\\https://lichess.org/t6wbqTty#69"][FEN "1k3r2/q5r1/2Qp3p/3Bp3/2N1P1p1/P7/1PP2PPP/R5K1 b - - 12 35"]1. a7 {a7f2 g1h1 f2f1 a1f1 f8f1 (0-1)}  *
00Pr6,r1b2rk1/p4ppp/2p5/6q1/2p3P1/3P1Q1P/PPP5/1K2RR2 b - - 0 17,c4d3 f3f7 f8f7 e1e8 f7f8 f1f8,1369,75,94,1904,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/CtrEbVZV/black#34,Kings_Knight_Opening Kings_Knight_Opening_Normal_Variation,r1b2rk1/p4ppp/2p5/6q1/6P1/3p1Q1P/PPP5/1K2RR2 w - - 0 17,f3f7 f8f7 e1e8 f7f8 f1f8,[Event "Mate in 3\\https://lichess.org/CtrEbVZV/black#34"][FEN "r1b2rk1/p4ppp/2p5/6q1/6P1/3p1Q1P/PPP5/1K2RR2 w - - 0 17"]1. f3 {f3f7 f8f7 e1e8 f7f8 f1f8 (1-0)} *
00QHM,6k1/pp3rpp/4Nb2/4p3/1B1r4/6PK/PP5P/2R5 b - - 0 28,d4b4 c1c8 f6d8 c8d8 f7f8 d8f8,886,95,94,208,endgame long mate mateIn3,https://lichess.org/VyUHT6ng/black#56,,6k1/pp3rpp/4Nb2/4p3/1B6/6PK/PP5P/2R5 w - - 0 28,c1c8 f6d8 c8d8 f7f8 d8f8,[Event "Mate in 3\\https://lichess.org/VyUHT6ng/black#56"][FEN "6k1/pp3rpp/4Nb2/4p3/1B6/6PK/PP5P/2R5 w - - 0 28"]1. c1 {c1c8 f6d8 c8d8 f7f8 d8f8 (1-0)} *
00QW1,8/3r1ppp/4p3/k3P3/pR2R2P/2P5/2Kr1PP1/8 w - - 4 31,c2c1 d2d1 c1b2 d7d2 b2a3 d1a1,930,87,94,185,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/I3LnvYRW#61,,8/3r1ppp/4p3/k3P3/pR2R2P/2P5/3r1PP1/2K5 b - - 4 31,d2d1 c1b2 d7d2 b2a3 d1a1,[Event "Mate in 3\\https://lichess.org/I3LnvYRW#61"][FEN "8/3r1ppp/4p3/k3P3/pR2R2P/2P5/3r1PP1/2K5 b - - 4 31"]1. d2 {d2d1 c1b2 d7d2 b2a3 d1a1 (0-1)}  *
00RwV,2r1r2k/ppq3pp/3b1p2/3Q3R/3P4/4B3/PP3PPP/R5K1 w - - 1 20,d5f5 c7c1 a1c1 c8c1 e3c1 e8e1,1992,74,94,13229,long mate mateIn3 middlegame sacrifice,https://lichess.org/QtHdcDHe#39,,2r1r2k/ppq3pp/3b1p2/7R/3P4/4B3/PP3PPP/R5K1 b - - 1 20,c7c1 a1c1 c8c1 e3c1 e8e1,[Event "Mate in 3\\https://lichess.org/QtHdcDHe#39"][FEN "2r1r2k/ppq3pp/3b1p2/7R/3P4/4B3/PP3PPP/R5K1 b - - 1 20"]1. c7 {c7c1 a1c1 c8c1 e3c1 e8e1 (0-1)}  *
00d5g,2b2rk1/pp4p1/2p5/4r3/2B5/1P6/P4pK1/5R2 b - - 4 32,g8h8 f1h1 c8h3 h1h3 e5h5 h3h5,1075,85,94,606,endgame long mate mateIn3,https://lichess.org/Vf4zaDk5/black#64,,2b2r2/pp4p1/2p5/4r3/2B5/1P6/P4pK1/5R2 w - - 4 32,f1h1 c8h3 h1h3 e5h5 h3h5,[Event "Mate in 3\\https://lichess.org/Vf4zaDk5/black#64"][FEN "2b2r2/pp4p1/2p5/4r3/2B5/1P6/P4pK1/5R2 w - - 4 32"]1. f1 {f1h1 c8h3 h1h3 e5h5 h3h5 (1-0)} *
00dt1,Q7/8/3B4/2p5/Krkn4/8/8/8 w - - 1 54,a4a3 d4b5 a3a2 b5c3 a2a1 b4b1,2215,82,95,10682,arabianMate endgame exposedKing fork long master mate mateIn3,https://lichess.org/AQkAsoMX#107,,Q7/8/3B4/2p5/1rkn4/K7/8/8 b - - 1 54,d4b5 a3a2 b5c3 a2a1 b4b1,[Event "Mate in 3\\https://lichess.org/AQkAsoMX#107"][FEN "Q7/8/3B4/2p5/1rkn4/K7/8/8 b - - 1 54"]1. d4 {d4b5 a3a2 b5c3 a2a1 b4b1 (0-1)}  *
00gH0,3r2k1/6pp/8/5Q2/2pP4/2Pq2P1/5RKP/8 b - - 2 35,d3c3 f5f7 g8h8 f7f8 d8f8 f2f8,1339,89,83,809,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/vnNaoc4v/black#70,,3r2k1/6pp/8/5Q2/2pP4/2P3P1/5RKP/8 w - - 2 35,f5f7 g8h8 f7f8 d8f8 f2f8,[Event "Mate in 3\\https://lichess.org/vnNaoc4v/black#70"][FEN "3r2k1/6pp/8/5Q2/2pP4/2P3P1/5RKP/8 w - - 2 35"]1. f5 {f5f7 g8h8 f7f8 d8f8 f2f8 (1-0)} *
00gJf,7r/2N2p1p/p2p4/1p6/6b1/8/P3kB1P/2RR3K w - - 2 35,f2d4 g4f3 h1g1 h8g8 d4g7 g8g7,1103,139,54,15,endgame long mate mateIn3,https://lichess.org/Tbult76w#69,,7r/2N2p1p/p2p4/1p6/3B2b1/8/P3k2P/2RR3K b - - 2 35,g4f3 h1g1 h8g8 d4g7 g8g7,[Event "Mate in 3\\https://lichess.org/Tbult76w#69"][FEN "7r/2N2p1p/p2p4/1p6/3B2b1/8/P3k2P/2RR3K b - - 2 35"]1. g4 {g4f3 h1g1 h8g8 d4g7 g8g7 (0-1)}  *
00gNl,6k1/5R2/pp4p1/2p4p/7P/1P1r4/P3r1PK/5R2 b - - 0 38,d3d2 f7f8 g8h7 f1f7 h7h6 f8h8,839,78,99,1036,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/JhG6365X/black#76,,6k1/5R2/pp4p1/2p4p/7P/1P6/P2rr1PK/5R2 w - - 0 38,f7f8 g8h7 f1f7 h7h6 f8h8,[Event "Mate in 3\\https://lichess.org/JhG6365X/black#76"][FEN "6k1/5R2/pp4p1/2p4p/7P/1P6/P2rr1PK/5R2 w - - 0 38"]1. f7 {f7f8 g8h7 f1f7 h7h6 f8h8 (1-0)} *
00j3i,5rk1/R5p1/5q1p/8/3p4/1P4Q1/P3rPPP/5RK1 w - - 2 38,g3g4 f6f2 f1f2 e2e1 f2f1 e1f1,1519,76,95,8891,endgame long mate mateIn3 sacrifice,https://lichess.org/InWtDWaB#75,,5rk1/R5p1/5q1p/8/3p2Q1/1P6/P3rPPP/5RK1 b - - 2 38,f6f2 f1f2 e2e1 f2f1 e1f1,[Event "Mate in 3\\https://lichess.org/InWtDWaB#75"][FEN "5rk1/R5p1/5q1p/8/3p2Q1/1P6/P3rPPP/5RK1 b - - 2 38"]1. f6 {f6f2 f1f2 e2e1 f2f1 e1f1 (0-1)}  *
00l68,3k2Q1/q7/3pB1p1/2pP1p2/2P2P2/rp2PK1P/8/8 b - - 2 37,d8c7 g8c8 c7b6 c8c6 b6a5 c6b5,1499,76,96,10920,endgame long mate mateIn3,https://lichess.org/jJLdwY9R/black#74,,6Q1/q1k5/3pB1p1/2pP1p2/2P2P2/rp2PK1P/8/8 w - - 2 37,g8c8 c7b6 c8c6 b6a5 c6b5,[Event "Mate in 3\\https://lichess.org/jJLdwY9R/black#74"][FEN "6Q1/q1k5/3pB1p1/2pP1p2/2P2P2/rp2PK1P/8/8 w - - 2 37"]1. g8 {g8c8 c7b6 c8c6 b6a5 c6b5 (1-0)} *
00noA,8/1b4p1/p3p1Pr/1p1p4/3N4/2PB4/PP3k1r/1K3R2 b - - 20 41,f2e3 f1f3 e3d2 d4b3 d2e1 f3f1,1402,75,99,1021,endgame long mate mateIn3,https://lichess.org/wzqiWq1O/black#82,,8/1b4p1/p3p1Pr/1p1p4/3N4/2PBk3/PP5r/1K3R2 w - - 20 41,f1f3 e3d2 d4b3 d2e1 f3f1,[Event "Mate in 3\\https://lichess.org/wzqiWq1O/black#82"][FEN "8/1b4p1/p3p1Pr/1p1p4/3N4/2PBk3/PP5r/1K3R2 w - - 20 41"]1. f1 {f1f3 e3d2 d4b3 d2e1 f3f1 (1-0)} *
00o7c,2r3k1/p4ppp/1pb1pq2/1P6/2Q1PP2/6P1/P5BP/2R3K1 b - - 0 24,c6b7 c4c8 b7c8 c1c8 f6d8 c8d8,446,102,86,952,backRankMate endgame long mate mateIn3,https://lichess.org/3D9Cq2HT/black#48,,2r3k1/pb3ppp/1p2pq2/1P6/2Q1PP2/6P1/P5BP/2R3K1 w - - 0 24,c4c8 b7c8 c1c8 f6d8 c8d8,[Event "Mate in 3\\https://lichess.org/3D9Cq2HT/black#48"][FEN "2r3k1/pb3ppp/1p2pq2/1P6/2Q1PP2/6P1/P5BP/2R3K1 w - - 0 24"]1. c4 {c4c8 b7c8 c1c8 f6d8 c8d8 (1-0)} *
00pSv,5k2/5p1p/6p1/1p2q3/2p1p1n1/1P2P3/P1R1QPPP/6K1 w - - 0 26,e2g4 e5a1 c2c1 a1c1 g4d1 c1d1,1010,92,86,31,backRankMate endgame long mate mateIn3,https://lichess.org/AE7pbh2M#51,,5k2/5p1p/6p1/1p2q3/2p1p1Q1/1P2P3/P1R2PPP/6K1 b - - 0 26,e5a1 c2c1 a1c1 g4d1 c1d1,[Event "Mate in 3\\https://lichess.org/AE7pbh2M#51"][FEN "5k2/5p1p/6p1/1p2q3/2p1p1Q1/1P2P3/P1R2PPP/6K1 b - - 0 26"]1. e5 {e5a1 c2c1 a1c1 g4d1 c1d1 (0-1)}  *
00rHa,2kr3r/pp2nppp/4p3/2PpP3/bn1N2Q1/q1N5/2PB1PPP/1K1R1B1R w - - 4 14,f1b5 a4c2 d4c2 a3b3 b1a1 b4c2,1834,75,79,137,deflection fork long mate mateIn3 middlegame sacrifice,https://lichess.org/e3RK92Rx#27,French_Defense French_Defense_Winawer_Variation,2kr3r/pp2nppp/4p3/1BPpP3/bn1N2Q1/q1N5/2PB1PPP/1K1R3R b - - 4 14,a4c2 d4c2 a3b3 b1a1 b4c2,[Event "Mate in 3\\https://lichess.org/e3RK92Rx#27"][FEN "2kr3r/pp2nppp/4p3/1BPpP3/bn1N2Q1/q1N5/2PB1PPP/1K1R3R b - - 4 14"]1. a4 {a4c2 d4c2 a3b3 b1a1 b4c2 (0-1)}  *
00ueM,2kr4/2pR4/2P1K1P1/8/8/p3n3/8/8 b - - 1 49,a3a2 d7d8 c8d8 g6g7 a2a1q g7g8q,1779,79,93,12014,advancedPawn endgame long mate mateIn3 promotion,https://lichess.org/d2IhwIPS/black#98,,2kr4/2pR4/2P1K1P1/8/8/4n3/p7/8 w - - 1 49,d7d8 c8d8 g6g7 a2a1q g7g8q,[Event "Mate in 3\\https://lichess.org/d2IhwIPS/black#98"][FEN "2kr4/2pR4/2P1K1P1/8/8/4n3/p7/8 w - - 1 49"]1. d7 {d7d8 c8d8 g6g7 a2a1q g7g8q (1-0)} *
00vuv,r3r3/2q1b1pk/p3P1Np/5Qp1/8/3p4/PPp2P2/2R1R1K1 b - - 1 30,d3d2 g6f8 h7g8 f5h7 g8f8 h7h8,2137,76,94,2560,doubleCheck long mate mateIn3 middlegame sacrifice,https://lichess.org/SJRbBrel/black#60,,r3r3/2q1b1pk/p3P1Np/5Qp1/8/8/PPpp1P2/2R1R1K1 w - - 1 30,g6f8 h7g8 f5h7 g8f8 h7h8,[Event "Mate in 3\\https://lichess.org/SJRbBrel/black#60"][FEN "r3r3/2q1b1pk/p3P1Np/5Qp1/8/8/PPpp1P2/2R1R1K1 w - - 1 30"]1. g6 {g6f8 h7g8 f5h7 g8f8 h7h8 (1-0)} *
00wUm,5rk1/pR1Q1ppp/4N3/3p1n2/8/7P/q1r2PP1/4R1K1 b - - 0 28,c2f2 d7f7 f8f7 b7b8 f7f8 b8f8,1625,74,97,12787,long mate mateIn3 middlegame sacrifice,https://lichess.org/nBCoCtRO/black#56,,5rk1/pR1Q1ppp/4N3/3p1n2/8/7P/q4PP1/4R1K1 w - - 0 28,d7f7 f8f7 b7b8 f7f8 b8f8,[Event "Mate in 3\\https://lichess.org/nBCoCtRO/black#56"][FEN "5rk1/pR1Q1ppp/4N3/3p1n2/8/7P/q4PP1/4R1K1 w - - 0 28"]1. d7 {d7f7 f8f7 b7b8 f7f8 b8f8 (1-0)} *
01382,r6k/5qp1/2pb3p/1p2P3/3P4/2P3Q1/1P4PP/5R1K w - - 0 29,f1f7 a8a1 g3e1 a1e1 f7f1 e1f1,848,109,69,36,backRankMate endgame long mate mateIn3,https://lichess.org/0nSum8Dd#57,,r6k/5Rp1/2pb3p/1p2P3/3P4/2P3Q1/1P4PP/7K b - - 0 29,a8a1 g3e1 a1e1 f7f1 e1f1,[Event "Mate in 3\\https://lichess.org/0nSum8Dd#57"][FEN "r6k/5Rp1/2pb3p/1p2P3/3P4/2P3Q1/1P4PP/7K b - - 0 29"]1. a8 {a8a1 g3e1 a1e1 f7f1 e1f1 (0-1)}  *
0156a,2k4r/ppp1q1p1/3b2p1/3Q4/1P2NPn1/P1P3N1/6P1/R1B2RKr w - - 5 21,g3h1 h8h1 g1h1 e7h4 h1g1 h4h2,1595,74,94,13531,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/oux7jARd#41,,2k4r/ppp1q1p1/3b2p1/3Q4/1P2NPn1/P1P5/6P1/R1B2RKN b - - 5 21,h8h1 g1h1 e7h4 h1g1 h4h2,[Event "Mate in 3\\https://lichess.org/oux7jARd#41"][FEN "2k4r/ppp1q1p1/3b2p1/3Q4/1P2NPn1/P1P5/6P1/R1B2RKN b - - 5 21"]1. h8 {h8h1 g1h1 e7h4 h1g1 h4h2 (0-1)}  *
016rF,r4qk1/pppb2p1/1bnp1R2/6N1/8/2NQ2B1/PP4PP/7K b - - 0 19,f8f6 d3h7 g8f8 h7h8 f8e7 c3d5,1758,74,95,5606,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/IoUBUxjr/black#38,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense,r5k1/pppb2p1/1bnp1q2/6N1/8/2NQ2B1/PP4PP/7K w - - 0 19,d3h7 g8f8 h7h8 f8e7 c3d5,[Event "Mate in 3\\https://lichess.org/IoUBUxjr/black#38"][FEN "r5k1/pppb2p1/1bnp1q2/6N1/8/2NQ2B1/PP4PP/7K w - - 0 19"]1. d3 {d3h7 g8f8 h7h8 f8e7 c3d5 (1-0)} *
01749,2r3k1/5ppp/4p3/3n4/2QB4/1r4P1/5PKP/R2q4 b - - 1 32,c8c4 a1a8 b3b8 a8b8 c4c8 b8c8,674,103,95,1042,endgame long mate mateIn3,https://lichess.org/OVh3Rgxm/black#64,,6k1/5ppp/4p3/3n4/2rB4/1r4P1/5PKP/R2q4 w - - 1 32,a1a8 b3b8 a8b8 c4c8 b8c8,[Event "Mate in 3\\https://lichess.org/OVh3Rgxm/black#64"][FEN "6k1/5ppp/4p3/3n4/2rB4/1r4P1/5PKP/R2q4 w - - 1 32"]1. a1 {a1a8 b3b8 a8b8 c4c8 b8c8 (1-0)} *
0175u,4r1k1/4qp2/3p3p/3P1np1/8/2Q5/1P3PPP/R2N2K1 w - - 2 30,g1f1 e7e2 f1g1 e2e1 c3e1 e8e1,1304,132,85,16,backRankMate endgame long mate mateIn3,https://lichess.org/ZAjVr7XP#59,,4r1k1/4qp2/3p3p/3P1np1/8/2Q5/1P3PPP/R2N4 b - - 2 30,e7e2 f1g1 e2e1 c3e1 e8e1,[Event "Mate in 3\\https://lichess.org/ZAjVr7XP#59"][FEN "4r1k1/4qp2/3p3p/3P1np1/8/2Q5/1P3PPP/R2N4 b - - 2 30"]1. e7 {e7e2 f1g1 e2e1 c3e1 e8e1 (0-1)}  *
019gx,1r6/6R1/3p4/1P1Rp3/K1r1P3/2k2P2/8/8 w - - 1 45,a4a5 c4a4 a5a4 b8a8 g7a7 a8a7,2106,83,84,245,attraction endgame long mate mateIn3 rookEndgame sacrifice,https://lichess.org/pCBDwbPH#89,,1r6/6R1/3p4/KP1Rp3/2r1P3/2k2P2/8/8 b - - 1 45,c4a4 a5a4 b8a8 g7a7 a8a7,[Event "Mate in 3\\https://lichess.org/pCBDwbPH#89"][FEN "1r6/6R1/3p4/KP1Rp3/2r1P3/2k2P2/8/8 b - - 1 45"]1. c4 {c4a4 a5a4 b8a8 g7a7 a8a7 (0-1)}  *
01B5q,r4rk1/1pp1np1p/p4Qp1/3P3P/P2Nq3/8/1B4R1/5B1K b - - 0 36,e7d5 f6g7 g8g7 d4f5 g7g8 f5h6,2096,73,93,8013,attraction doubleCheck long mate mateIn3 middlegame pin sacrifice,https://lichess.org/seEUcuvw/black#72,,r4rk1/1pp2p1p/p4Qp1/3n3P/P2Nq3/8/1B4R1/5B1K w - - 0 36,f6g7 g8g7 d4f5 g7g8 f5h6,[Event "Mate in 3\\https://lichess.org/seEUcuvw/black#72"][FEN "r4rk1/1pp2p1p/p4Qp1/3n3P/P2Nq3/8/1B4R1/5B1K w - - 0 36"]1. f6 {f6g7 g8g7 d4f5 g7g8 f5h6 (1-0)} *
01BeL,8/5Q1R/pr5p/6p1/5p1k/q6P/2P2PPK/8 w - - 6 39,f7g7 a3g3 f2g3 f4g3 h2g1 b6b1,1585,74,95,4648,endgame long mate mateIn3 sacrifice,https://lichess.org/jye6zZRK#77,,8/7R/pr5p/6p1/5p1k/q6P/2P2PPK/8 b - - 6 39,a3g3 f2g3 f4g3 h2g1 b6b1,[Event "Mate in 3\\https://lichess.org/jye6zZRK#77"][FEN "8/7R/pr5p/6p1/5p1k/q6P/2P2PPK/8 b - - 6 39"]1. a3 {a3g3 f2g3 f4g3 h2g1 b6b1 (0-1)}  *
