PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,NewFEN,NewMoves,PGNText
2QqVL,4r1k1/1p3Bp1/2pQ4/p3p1Pn/P3P3/2q2P2/3RK3/8 b - - 0 37,g8f7 g5g6 f7g8 d6e6 e8e6 d2d8 e6e8 d8e8,2242,79,94,8424,clearance endgame mate mateIn4 sacrifice veryLong,https://lichess.org/BwVckwhQ/black#74,,4r3/1p3kp1/2pQ4/p3p1Pn/P3P3/2q2P2/3RK3/8 w - - 0 37,g5g6 f7g8 d6e6 e8e6 d2d8 e6e8 d8e8,[Event "Mate in 4\\https://lichess.org/BwVckwhQ/black#74"][FEN "4r3/1p3kp1/2pQ4/p3p1Pn/P3P3/2q2P2/3RK3/8 w - - 0 37"]1. g5 {g5g6 f7g8 d6e6 e8e6 d2d8 e6e8 d8e8 (1-0)} *
2Qs77,1r2k2r/p1p3pp/8/2bBp3/3n1p2/2NPBP1q/PPP2K1P/R2Q3R w k - 0 17,e3d4 c5d4 f2e1 h3h4 e1d2 d4e3 d2e2 h4f2,2063,75,95,4716,mate mateIn4 middlegame veryLong,https://lichess.org/DMsati7B#33,Grob_Opening Grob_Opening_Other_variations,1r2k2r/p1p3pp/8/2bBp3/3B1p2/2NP1P1q/PPP2K1P/R2Q3R b k - 0 17,c5d4 f2e1 h3h4 e1d2 d4e3 d2e2 h4f2,[Event "Mate in 4\\https://lichess.org/DMsati7B#33"][FEN "1r2k2r/p1p3pp/8/2bBp3/3B1p2/2NP1P1q/PPP2K1P/R2Q3R b k - 0 17"]1. c5 {c5d4 f2e1 h3h4 e1d2 d4e3 d2e2 h4f2 (0-1)}  *
2Qt0J,1k6/1p6/p3P3/2p1Q3/2P1bp2/KP3r2/P2R4/1q6 b - - 4 39,b8a8 d2d8 a8a7 e5c5 b7b6 c5c7 e4b7 c7b8,1569,79,97,15620,endgame mate mateIn4 veryLong,https://lichess.org/LmFfN1XM/black#78,,8/1p6/p3P3/2p1Q3/2P1bp2/KP3r2/P2R4/1q6 w - - 4 39,d2d8 a8a7 e5c5 b7b6 c5c7 e4b7 c7b8,[Event "Mate in 4\\https://lichess.org/LmFfN1XM/black#78"][FEN "8/1p6/p3P3/2p1Q3/2P1bp2/KP3r2/P2R4/1q6 w - - 4 39"]1. d2 {d2d8 a8a7 e5c5 b7b6 c5c7 e4b7 c7b8 (1-0)} *
2Qxdn,2r2rk1/2q4p/3p2pP/p3n1P1/1p1R4/4N2R/PPP3Q1/1K6 w - - 2 27,e3d5 f8f1 g2f1 c7c2 b1a1 c2c1 f1c1 c8c1,1905,78,95,17392,backRankMate deflection mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/i4Ztifvs#53,,2r2rk1/2q4p/3p2pP/p2Nn1P1/1p1R4/7R/PPP3Q1/1K6 b - - 2 27,f8f1 g2f1 c7c2 b1a1 c2c1 f1c1 c8c1,[Event "Mate in 4\\https://lichess.org/i4Ztifvs#53"][FEN "2r2rk1/2q4p/3p2pP/p2Nn1P1/1p1R4/7R/PPP3Q1/1K6 b - - 2 27"]1. f8 {f8f1 g2f1 c7c2 b1a1 c2c1 f1c1 c8c1 (0-1)}  *
2QyhR,2r2rk1/4p2p/p2pP1p1/1p4P1/3B2B1/8/PPq5/K2R3Q b - - 5 30,f8f4 h1h7 g8h7 d1h1 c2h2 h1h2 h7g8 h2h8,1557,75,94,1335,attraction mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/YiVnLQI3/black#60,,2r3k1/4p2p/p2pP1p1/1p4P1/3B1rB1/8/PPq5/K2R3Q w - - 5 30,h1h7 g8h7 d1h1 c2h2 h1h2 h7g8 h2h8,[Event "Mate in 4\\https://lichess.org/YiVnLQI3/black#60"][FEN "2r3k1/4p2p/p2pP1p1/1p4P1/3B1rB1/8/PPq5/K2R3Q w - - 5 30"]1. h1 {h1h7 g8h7 d1h1 c2h2 h1h2 h7g8 h2h8 (1-0)} *
2QzEP,3r2k1/ppp1R1pp/2b2p2/3r4/6Q1/1PB2P1P/PP3qP1/4R2K b - - 17 29,d5g5 g4e6 g8h8 e7e8 c6e8 e6e8 d8e8 e1e8,1748,80,95,19204,backRankMate mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/Q60X2xVi/black#58,,3r2k1/ppp1R1pp/2b2p2/8/6Q1/1PB2P1P/PP3qP1/4R2K w - - 17 29,g4e6 g8h8 e7e8 c6e8 e6e8 d8e8 e1e8,[Event "Mate in 4\\https://lichess.org/Q60X2xVi/black#58"][FEN "3r2k1/ppp1R1pp/2b2p2/8/6Q1/1PB2P1P/PP3qP1/4R2K w - - 17 29"]1. g4 {g4e6 g8h8 e7e8 c6e8 e6e8 d8e8 e1e8 (1-0)} *
2R277,r4r2/p2qk1p1/2p1p3/1p1p1PQ1/nP6/2P5/P6P/1R2B1K1 b - - 0 28,e7d6 e1g3 e6e5 g3e5 d6e5 b1e1 e5d6 g5f4,2203,79,85,149,attraction mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/RW33PSWb/black#56,,r4r2/p2q2p1/2pkp3/1p1p1PQ1/nP6/2P5/P6P/1R2B1K1 w - - 0 28,e1g3 e6e5 g3e5 d6e5 b1e1 e5d6 g5f4,[Event "Mate in 4\\https://lichess.org/RW33PSWb/black#56"][FEN "r4r2/p2q2p1/2pkp3/1p1p1PQ1/nP6/2P5/P6P/1R2B1K1 w - - 0 28"]1. e1 {e1g3 e6e5 g3e5 d6e5 b1e1 e5d6 g5f4 (1-0)} *
2R7xQ,r6k/1ppq3p/1pnpBpr1/4pN2/4P3/2PP3R/PP2KP2/7R b - - 1 29,d7e6 h3h7 h8g8 h7h8 g8f7 h1h7 g6g7 h7g7,1406,75,100,607,kingsideAttack mate mateIn4 middlegame veryLong,https://lichess.org/dcWBi9mF/black#58,,r6k/1pp4p/1pnpqpr1/4pN2/4P3/2PP3R/PP2KP2/7R w - - 1 29,h3h7 h8g8 h7h8 g8f7 h1h7 g6g7 h7g7,[Event "Mate in 4\\https://lichess.org/dcWBi9mF/black#58"][FEN "r6k/1pp4p/1pnpqpr1/4pN2/4P3/2PP3R/PP2KP2/7R w - - 1 29"]1. h3 {h3h7 h8g8 h7h8 g8f7 h1h7 g6g7 h7g7 (1-0)} *
2RiLo,2rr2k1/pp2bppp/4p3/4P3/1P2Q3/P1q1B3/5PPP/R3R1K1 w - - 0 22,e1c1 c3c1 a1c1 c8c1 e3c1 d8d1 e4e1 d1e1,1082,83,88,113,backRankMate fork mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/JwhrTqKt#43,,2rr2k1/pp2bppp/4p3/4P3/1P2Q3/P1q1B3/5PPP/R5K1 b - - 0 22,c3c1 a1c1 c8c1 e3c1 d8d1 e4e1 d1e1,[Event "Mate in 4\\https://lichess.org/JwhrTqKt#43"][FEN "2rr2k1/pp2bppp/4p3/4P3/1P2Q3/P1q1B3/5PPP/R5K1 b - - 0 22"]1. c3 {c3c1 a1c1 c8c1 e3c1 d8d1 e4e1 d1e1 (0-1)}  *
2SOyh,7k/4R3/5K1p/6p1/p5P1/5p1r/8/8 b - - 9 59,f3f2 f6g6 h3e3 e7e3 f2f1q e3e8 f1f8 e8f8,1494,75,97,16883,endgame exposedKing mate mateIn4 rookEndgame veryLong,https://lichess.org/42I4iZgY/black#118,,7k/4R3/5K1p/6p1/p5P1/7r/5p2/8 w - - 9 59,f6g6 h3e3 e7e3 f2f1q e3e8 f1f8 e8f8,[Event "Mate in 4\\https://lichess.org/42I4iZgY/black#118"][FEN "7k/4R3/5K1p/6p1/p5P1/7r/5p2/8 w - - 9 59"]1. f6 {f6g6 h3e3 e7e3 f2f1q e3e8 f1f8 e8f8 (1-0)} *
2SWaz,2r2rk1/pp1n1ppp/2q5/3P4/8/2B1P3/PP2Q3/2K3R1 b - - 0 23,c6d5 g1g7 g8h8 g7g8 h8g8 e2g4 d5g5 g4g5,2212,77,94,1413,attraction doubleCheck mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/LZBCl15u/black#46,,2r2rk1/pp1n1ppp/8/3q4/8/2B1P3/PP2Q3/2K3R1 w - - 0 23,g1g7 g8h8 g7g8 h8g8 e2g4 d5g5 g4g5,[Event "Mate in 4\\https://lichess.org/LZBCl15u/black#46"][FEN "2r2rk1/pp1n1ppp/8/3q4/8/2B1P3/PP2Q3/2K3R1 w - - 0 23"]1. g1 {g1g7 g8h8 g7g8 h8g8 e2g4 d5g5 g4g5 (1-0)} *
2Sptp,5rk1/1Q3ppp/R3p3/8/3P4/1P2P1P1/2rpq1PP/5RK1 b - - 0 28,d2d1q b7f7 f8f7 a6a8 c2c8 a8c8 f7f8 c8f8,1360,75,99,7816,mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/oLTqzhB5/black#56,,5rk1/1Q3ppp/R3p3/8/3P4/1P2P1P1/2r1q1PP/3p1RK1 w - - 0 28,b7f7 f8f7 a6a8 c2c8 a8c8 f7f8 c8f8,[Event "Mate in 4\\https://lichess.org/oLTqzhB5/black#56"][FEN "5rk1/1Q3ppp/R3p3/8/3P4/1P2P1P1/2r1q1PP/3p1RK1 w - - 0 28"]1. b7 {b7f7 f8f7 a6a8 c2c8 a8c8 f7f8 c8f8 (1-0)} *
2T20l,r2qk2r/p4ppp/b1p2n2/n1b1p1N1/B7/2N4P/PPPP1PP1/R1BQK2R w KQkq - 2 11,a2a3 c5f2 e1f2 d8d4 f2e1 d4h4 g2g3 h4g3,2214,77,93,9567,attackingF2F7 attraction fork mate mateIn4 opening sacrifice veryLong,https://lichess.org/UYcAD8bM#21,Russian_Game Russian_Game_Three_Knights_Game,r2qk2r/p4ppp/b1p2n2/n1b1p1N1/B7/P1N4P/1PPP1PP1/R1BQK2R b KQkq - 2 11,c5f2 e1f2 d8d4 f2e1 d4h4 g2g3 h4g3,[Event "Mate in 4\\https://lichess.org/UYcAD8bM#21"][FEN "r2qk2r/p4ppp/b1p2n2/n1b1p1N1/B7/P1N4P/1PPP1PP1/R1BQK2R b KQkq - 2 11"]1. c5 {c5f2 e1f2 d8d4 f2e1 d4h4 g2g3 h4g3 (0-1)}  *
2T2jW,5r1k/5qb1/3p4/Q1pNp2p/1nP1B1pn/2NP2P1/5BK1/7R w - - 4 39,h1h4 f7f2 g2h1 f2f1 h1h2 f8f2 e4g2 f2g2,1327,75,81,190,master mate mateIn4 middlegame veryLong,https://lichess.org/QuzwGZ9E#77,,5r1k/5qb1/3p4/Q1pNp2p/1nP1B1pR/2NP2P1/5BK1/8 b - - 4 39,f7f2 g2h1 f2f1 h1h2 f8f2 e4g2 f2g2,[Event "Mate in 4\\https://lichess.org/QuzwGZ9E#77"][FEN "5r1k/5qb1/3p4/Q1pNp2p/1nP1B1pR/2NP2P1/5BK1/8 b - - 4 39"]1. f7 {f7f2 g2h1 f2f1 h1h2 f8f2 e4g2 f2g2 (0-1)}  *
2TBWl,r5r1/pp1N1k1p/8/2pb4/8/3B4/PPP2PPP/4RRK1 w - - 9 29,d7c5 g8g2 g1h1 g2g1 h1g1 a8g8 d3g6 g8g6,2037,76,85,96,attraction doubleCheck mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/wA9T71QJ#57,,r5r1/pp3k1p/8/2Nb4/8/3B4/PPP2PPP/4RRK1 b - - 9 29,g8g2 g1h1 g2g1 h1g1 a8g8 d3g6 g8g6,[Event "Mate in 4\\https://lichess.org/wA9T71QJ#57"][FEN "r5r1/pp3k1p/8/2Nb4/8/3B4/PPP2PPP/4RRK1 b - - 9 29"]1. g8 {g8g2 g1h1 g2g1 h1g1 a8g8 d3g6 g8g6 (0-1)}  *
2TY5X,4r3/ppq2p1k/2p1rPp1/6Qp/8/7R/PPP3PP/5R1K b - - 1 28,e6e1 h3h5 h7g8 h5h8 g8h8 g5h6 h8g8 h6g7,1366,74,90,11174,attraction endgame mate mateIn4 sacrifice veryLong,https://lichess.org/Sw5VwnCb/black#56,,4r3/ppq2p1k/2p2Pp1/6Qp/8/7R/PPP3PP/4rR1K w - - 1 28,h3h5 h7g8 h5h8 g8h8 g5h6 h8g8 h6g7,[Event "Mate in 4\\https://lichess.org/Sw5VwnCb/black#56"][FEN "4r3/ppq2p1k/2p2Pp1/6Qp/8/7R/PPP3PP/4rR1K w - - 1 28"]1. h3 {h3h5 h7g8 h5h8 g8h8 g5h6 h8g8 h6g7 (1-0)} *
2Tgpk,1k3rr1/pp6/4p3/7p/4q3/8/1PRQ2p1/2R3K1 b - - 3 28,e4h4 d2d6 b8a8 d6f8 g8f8 c2c8 f8c8 c1c8,1708,81,88,1080,backRankMate endgame mate mateIn4 sacrifice veryLong,https://lichess.org/u4WGjEzU/black#56,,1k3rr1/pp6/4p3/7p/8/8/1PRQ2p1/2R3K1 w - - 3 28,d2d6 b8a8 d6f8 g8f8 c2c8 f8c8 c1c8,[Event "Mate in 4\\https://lichess.org/u4WGjEzU/black#56"][FEN "1k3rr1/pp6/4p3/7p/8/8/1PRQ2p1/2R3K1 w - - 3 28"]1. d2 {d2d6 b8a8 d6f8 g8f8 c2c8 f8c8 c1c8 (1-0)} *
2Ttpz,r2q1rk1/pp1n1p1p/2pp1bP1/8/3pP3/2NB1Q2/PPP2PP1/R3K2R b KQ - 0 13,d4c3 f3h5 h7h6 h5h6 f8e8 h6h7 g8f8 h7f7,2118,75,93,768,kingsideAttack mate mateIn4 middlegame veryLong,https://lichess.org/2vJpDDaT/black#26,East_Indian_Defense East_Indian_Defense_Other_variations,r2q1rk1/pp1n1p1p/2pp1bP1/8/4P3/2pB1Q2/PPP2PP1/R3K2R w KQ - 0 13,f3h5 h7h6 h5h6 f8e8 h6h7 g8f8 h7f7,[Event "Mate in 4\\https://lichess.org/2vJpDDaT/black#26"][FEN "r2q1rk1/pp1n1p1p/2pp1bP1/8/4P3/2pB1Q2/PPP2PP1/R3K2R w KQ - 0 13"]1. f3 {f3h5 h7h6 h5h6 f8e8 h6h7 g8f8 h7f7 (1-0)} *
2UE7e,7k/6p1/1K5p/1p4P1/2r4P/8/1r6/3R4 b - - 0 40,c4h4 g5g6 h4d4 d1d4 b2e2 d4d8 e2e8 d8e8,1442,76,90,406,endgame mate mateIn4 rookEndgame veryLong,https://lichess.org/KC8cBuUQ/black#80,,7k/6p1/1K5p/1p4P1/7P/8/1r6/3R4 w - - 0 40,g5g6 h4d4 d1d4 b2e2 d4d8 e2e8 d8e8,[Event "Mate in 4\\https://lichess.org/KC8cBuUQ/black#80"][FEN "7k/6p1/1K5p/1p4P1/7P/8/1r6/3R4 w - - 0 40"]1. g5 {g5g6 h4d4 d1d4 b2e2 d4d8 e2e8 d8e8 (1-0)} *
2UIwv,3r1rk1/1b4p1/p4pBp/1p2qP2/2p3Q1/2Ppp1R1/PP4PP/3R3K b - - 1 26,e3e2 g6h7 g8f7 g4g7 f7e8 h7g6 f8f7 g7f7,1740,75,93,706,attackingF2F7 discoveredAttack kingsideAttack mate mateIn4 middlegame veryLong,https://lichess.org/RvBJSOxk/black#52,,3r1rk1/1b4p1/p4pBp/1p2qP2/2p3Q1/2Pp2R1/PP2p1PP/3R3K w - - 1 26,g6h7 g8f7 g4g7 f7e8 h7g6 f8f7 g7f7,[Event "Mate in 4\\https://lichess.org/RvBJSOxk/black#52"][FEN "3r1rk1/1b4p1/p4pBp/1p2qP2/2p3Q1/2Pp2R1/PP2p1PP/3R3K w - - 1 26"]1. g6 {g6h7 g8f7 g4g7 f7e8 h7g6 f8f7 g7f7 (1-0)} *
2UKXp,2R1Q3/5ppk/3q3p/1p1p1P2/2bP2P1/4P1KP/7B/r7 w - - 5 40,g3f3 a1f1 f3g2 f1f2 g2f2 d6h2 f2e1 h2e2,1592,76,81,127,attraction deflection endgame mate mateIn4 sacrifice veryLong,https://lichess.org/bqq9wtnh#79,,2R1Q3/5ppk/3q3p/1p1p1P2/2bP2P1/4P2P/7B/r7 b - - 5 40,a1f1 f3g2 f1f2 g2f2 d6h2 f2e1 h2e2,[Event "Mate in 4\\https://lichess.org/bqq9wtnh#79"][FEN "2R1Q3/5ppk/3q3p/1p1p1P2/2bP2P1/4P2P/7B/r7 b - - 5 40"]1. a1 {a1f1 f3g2 f1f2 g2f2 d6h2 f2e1 h2e2 (0-1)}  *
2UX44,1k1r4/1pp1R1Qp/p7/8/5P2/PP3qP1/3r1P1P/4R1K1 w - - 1 31,e1f1 d2f2 f1f2 d8d1 e7e1 d1e1 f2f1 f3f1,1704,75,90,260,endgame mate mateIn4 sacrifice veryLong,https://lichess.org/DVjJigTx#61,,1k1r4/1pp1R1Qp/p7/8/5P2/PP3qP1/3r1P1P/6K1 b - - 1 31,d2f2 f1f2 d8d1 e7e1 d1e1 f2f1 f3f1,[Event "Mate in 4\\https://lichess.org/DVjJigTx#61"][FEN "1k1r4/1pp1R1Qp/p7/8/5P2/PP3qP1/3r1P1P/6K1 b - - 1 31"]1. d2 {d2f2 f1f2 d8d1 e7e1 d1e1 f2f1 f3f1 (0-1)}  *
2Uetq,3r1r1k/p1R3pp/4Pq2/1p1Q4/8/P7/5PPP/5RK1 w - - 2 25,d5e4 f6f2 f1f2 d8d1 e4e1 d1e1 f2f1 e1f1,1357,75,98,1474,endgame mate mateIn4 sacrifice veryLong,https://lichess.org/AHhezG8S#49,,3r1r1k/p1R3pp/4Pq2/1p6/4Q3/P7/5PPP/5RK1 b - - 2 25,f6f2 f1f2 d8d1 e4e1 d1e1 f2f1 e1f1,[Event "Mate in 4\\https://lichess.org/AHhezG8S#49"][FEN "3r1r1k/p1R3pp/4Pq2/1p6/4Q3/P7/5PPP/5RK1 b - - 2 25"]1. f6 {f6f2 f1f2 d8d1 e4e1 d1e1 f2f1 e1f1 (0-1)}  *
2Umaz,Q7/1p3k2/2b5/1pP2p2/6p1/3Pr3/1B3qPP/1R3B1K w - - 0 40,a8h8 c6g2 f1g2 e3e1 b1e1 f2e1 g2f1 e1f1,1687,75,97,6667,mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/uIcLtdE2#79,,8/1p3k2/2b5/1pP2p2/6p1/3Pr3/1B3qPP/1R3B1K b - - 0 40,c6g2 f1g2 e3e1 b1e1 f2e1 g2f1 e1f1,[Event "Mate in 4\\https://lichess.org/uIcLtdE2#79"][FEN "8/1p3k2/2b5/1pP2p2/6p1/3Pr3/1B3qPP/1R3B1K b - - 0 40"]1. c6 {c6g2 f1g2 e3e1 b1e1 f2e1 g2f1 e1f1 (0-1)}  *
2V41z,r7/pppb3Q/1bnk4/1B1p2q1/1P1P4/7P/P3QPP1/RN2K2R w KQ - 3 18,b5c6 g5c1 e2d1 a8e8 h7e7 e8e7 e1f1 c1d1,1800,75,93,466,fork mate mateIn4 middlegame veryLong,https://lichess.org/MxtZzX7L#35,Italian_Game Italian_Game_Classical_Variation,r7/pppb3Q/1bBk4/3p2q1/1P1P4/7P/P3QPP1/RN2K2R b KQ - 3 18,g5c1 e2d1 a8e8 h7e7 e8e7 e1f1 c1d1,[Event "Mate in 4\\https://lichess.org/MxtZzX7L#35"][FEN "r7/pppb3Q/1bBk4/3p2q1/1P1P4/7P/P3QPP1/RN2K2R b KQ - 3 18"]1. g5 {g5c1 e2d1 a8e8 h7e7 e8e7 e1f1 c1d1 (0-1)}  *
2V5QS,r1b2rk1/1pp2ppp/p2p4/2nNp1P1/2P1P1P1/3P4/PP2NP2/2KR3R b - - 0 15,c8g4 d5e7 g8h8 h1h7 h8h7 d1h1 g4h5 h1h5,1492,75,89,3239,anastasiaMate attraction kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/CUMFMX2L/black#30,English_Opening English_Opening_Kings_English_Variation,r4rk1/1pp2ppp/p2p4/2nNp1P1/2P1P1b1/3P4/PP2NP2/2KR3R w - - 0 15,d5e7 g8h8 h1h7 h8h7 d1h1 g4h5 h1h5,[Event "Mate in 4\\https://lichess.org/CUMFMX2L/black#30"][FEN "r4rk1/1pp2ppp/p2p4/2nNp1P1/2P1P1b1/3P4/PP2NP2/2KR3R w - - 0 15"]1. d5 {d5e7 g8h8 h1h7 h8h7 d1h1 g4h5 h1h5 (1-0)} *
2VBNh,8/2Bn1k1Q/8/8/2PP4/6PP/rq3rBK/8 b - - 4 39,f7e6 d4d5 e6f6 c7d8 f6e5 h7e4 e5d6 e4e7,2463,80,92,6020,exposedKing mate mateIn4 middlegame veryLong,https://lichess.org/PMmzMt2g/black#78,,8/2Bn3Q/4k3/8/2PP4/6PP/rq3rBK/8 w - - 4 39,d4d5 e6f6 c7d8 f6e5 h7e4 e5d6 e4e7,[Event "Mate in 4\\https://lichess.org/PMmzMt2g/black#78"][FEN "8/2Bn3Q/4k3/8/2PP4/6PP/rq3rBK/8 w - - 4 39"]1. d4 {d4d5 e6f6 c7d8 f6e5 h7e4 e5d6 e4e7 (1-0)} *
2VJsT,1k4r1/pp5p/2nN3p/3pP1r1/1P1P4/P1q3PQ/7P/4RRK1 w - - 0 26,h3d7 g5g3 g1h1 g3g1 f1g1 c3f3 g1g2 f3g2,1592,73,96,16343,kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/oPs6rwKu#51,,1k4r1/pp1Q3p/2nN3p/3pP1r1/1P1P4/P1q3P1/7P/4RRK1 b - - 0 26,g5g3 g1h1 g3g1 f1g1 c3f3 g1g2 f3g2,[Event "Mate in 4\\https://lichess.org/oPs6rwKu#51"][FEN "1k4r1/pp1Q3p/2nN3p/3pP1r1/1P1P4/P1q3P1/7P/4RRK1 b - - 0 26"]1. g5 {g5g3 g1h1 g3g1 f1g1 c3f3 g1g2 f3g2 (0-1)}  *
2VNOX,7k/ppprN1pp/4b3/3pp1Q1/7R/2P3P1/P1q5/6K1 b - - 10 40,h7h6 h4h6 g7h6 g5h6 c2h7 e7g6 h8g8 h6f8,2158,83,93,6549,endgame mate mateIn4 sacrifice veryLong,https://lichess.org/IQC4eOHV/black#80,,7k/ppprN1p1/4b2p/3pp1Q1/7R/2P3P1/P1q5/6K1 w - - 10 40,h4h6 g7h6 g5h6 c2h7 e7g6 h8g8 h6f8,[Event "Mate in 4\\https://lichess.org/IQC4eOHV/black#80"][FEN "7k/ppprN1p1/4b2p/3pp1Q1/7R/2P3P1/P1q5/6K1 w - - 10 40"]1. h4 {h4h6 g7h6 g5h6 c2h7 e7g6 h8g8 h6f8 (1-0)} *
2VR9J,r4r2/p1q2ppk/2p4p/1p2bR2/4Q3/7R/PPP3PP/6K1 b - - 0 23,a8e8 h3h6 h7g8 h6h8 g8h8 f5h5 h8g8 e4h7,2432,75,93,4377,attraction mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/z8uQjUB8/black#46,,5r2/p1q2ppk/2p4p/1p2bR2/4Q3/7R/PPP3PP/6K1 w - - 0 23,h3h6 h7g8 h6h8 g8h8 f5h5 h8g8 e4h7,[Event "Mate in 4\\https://lichess.org/z8uQjUB8/black#46"][FEN "5r2/p1q2ppk/2p4p/1p2bR2/4Q3/7R/PPP3PP/6K1 w - - 0 23"]1. h3 {h3h6 h7g8 h6h8 g8h8 f5h5 h8g8 e4h7 (1-0)} *
2VRvx,1r1b1k2/3n2N1/2Qp4/p2p1p1p/P2Pn3/4P3/BB2KPPp/2R5 w - - 1 32,c6d7 b8b2 c1c2 b2c2 e2d1 c2d2 d1c1 h2h1q,1953,77,88,95,advancedPawn fork hangingPiece mate mateIn4 middlegame promotion veryLong,https://lichess.org/cVRiZXZf#63,,1r1b1k2/3Q2N1/3p4/p2p1p1p/P2Pn3/4P3/BB2KPPp/2R5 b - - 1 32,b8b2 c1c2 b2c2 e2d1 c2d2 d1c1 h2h1q,[Event "Mate in 4\\https://lichess.org/cVRiZXZf#63"][FEN "1r1b1k2/3Q2N1/3p4/p2p1p1p/P2Pn3/4P3/BB2KPPp/2R5 b - - 1 32"]1. b8 {b8b2 c1c2 b2c2 e2d1 c2d2 d1c1 h2h1q (0-1)}  *
2VZKf,5r2/1p5k/3p1q2/3Pp3/1P2P2p/2Q5/P4r2/3K2RR b - - 3 40,f6f4 c3c7 f8f7 c7f7 f4f7 h1h4 f7h5 h4h5,1752,75,95,3325,endgame exposedKing mate mateIn4 sacrifice veryLong,https://lichess.org/STK0qu1Z/black#80,,5r2/1p5k/3p4/3Pp3/1P2Pq1p/2Q5/P4r2/3K2RR w - - 3 40,c3c7 f8f7 c7f7 f4f7 h1h4 f7h5 h4h5,[Event "Mate in 4\\https://lichess.org/STK0qu1Z/black#80"][FEN "5r2/1p5k/3p4/3Pp3/1P2Pq1p/2Q5/P4r2/3K2RR w - - 3 40"]1. c3 {c3c7 f8f7 c7f7 f4f7 h1h4 f7h5 h4h5 (1-0)} *
2VZxz,8/2kbr3/p1n2q1p/1pQ3p1/8/BP3B2/P1P2PPP/4R1K1 w - - 0 26,e1e7 f6a1 a3c1 a1c1 f3d1 c1d1 e7e1 d1e1,714,103,87,1026,mate mateIn4 middlegame veryLong,https://lichess.org/NjWIvN9s#51,,8/2kbR3/p1n2q1p/1pQ3p1/8/BP3B2/P1P2PPP/6K1 b - - 0 26,f6a1 a3c1 a1c1 f3d1 c1d1 e7e1 d1e1,[Event "Mate in 4\\https://lichess.org/NjWIvN9s#51"][FEN "8/2kbR3/p1n2q1p/1pQ3p1/8/BP3B2/P1P2PPP/6K1 b - - 0 26"]1. f6 {f6a1 a3c1 a1c1 f3d1 c1d1 e7e1 d1e1 (0-1)}  *
2VpDQ,3r2k1/1p2r1p1/p1q2pB1/3pp2R/3P3P/2P3P1/PP4K1/3Q4 b - - 3 30,e5d4 h5h8 g8h8 d1h5 h8g8 h5h7 g8f8 h7h8,1552,72,95,25216,attraction endgame mate mateIn4 sacrifice veryLong,https://lichess.org/b2mAnyIf/black#60,,3r2k1/1p2r1p1/p1q2pB1/3p3R/3p3P/2P3P1/PP4K1/3Q4 w - - 3 30,h5h8 g8h8 d1h5 h8g8 h5h7 g8f8 h7h8,[Event "Mate in 4\\https://lichess.org/b2mAnyIf/black#60"][FEN "3r2k1/1p2r1p1/p1q2pB1/3p3R/3p3P/2P3P1/PP4K1/3Q4 w - - 3 30"]1. h5 {h5h8 g8h8 d1h5 h8g8 h5h7 g8f8 h7h8 (1-0)} *
2WNl9,2kr3r/Qp1n1ppp/2pBp3/8/8/1PP4B/P4K2/RN5q b - - 1 17,h1h3 a7a8 d7b8 a8b8 c8d7 b8c7 d7e8 c7e7,1297,74,78,440,mate mateIn4 middlegame queensideAttack veryLong,https://lichess.org/86z4CQOw/black#34,Hungarian_Opening Hungarian_Opening_Other_variations,2kr3r/Qp1n1ppp/2pBp3/8/8/1PP4q/P4K2/RN6 w - - 1 17,a7a8 d7b8 a8b8 c8d7 b8c7 d7e8 c7e7,[Event "Mate in 4\\https://lichess.org/86z4CQOw/black#34"][FEN "2kr3r/Qp1n1ppp/2pBp3/8/8/1PP4q/P4K2/RN6 w - - 1 17"]1. a7 {a7a8 d7b8 a8b8 c8d7 b8c7 d7e8 c7e7 (1-0)} *
2WNw0,8/1R3p1p/1n2pkp1/pP6/1rnN2PP/8/5PK1/8 b - - 0 35,e6e5 g4g5 f6g7 d4e6 g7h8 b7b8 b6c8 b8c8,1373,76,97,4998,endgame mate mateIn4 pin veryLong,https://lichess.org/p3vPnOGj/black#70,,8/1R3p1p/1n3kp1/pP2p3/1rnN2PP/8/5PK1/8 w - - 0 35,g4g5 f6g7 d4e6 g7h8 b7b8 b6c8 b8c8,[Event "Mate in 4\\https://lichess.org/p3vPnOGj/black#70"][FEN "8/1R3p1p/1n3kp1/pP2p3/1rnN2PP/8/5PK1/8 w - - 0 35"]1. g4 {g4g5 f6g7 d4e6 g7h8 b7b8 b6c8 b8c8 (1-0)} *
